correction_id,wiki_path,wiki_object,column_name,current_desc,source_wiki,source_desc,new_audit_verdict,new_audit_severity,new_audit_layer,new_audit_proposed_fix,old_judge_verdict,old_judge_contradicting_fact,old_judge_suggested_rewrite,conflict_flag,final_proposed_fix,narrative_review_needed,notes
V_Fact_SnapshotEquity_ForDWHRep.TotalStockOrders,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,V_Fact_SnapshotEquity_ForDWHRep,TotalStockOrders,"Legacy column, hardcoded to 0. Removed 2019-03-03. Kept for schema compatibility",knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,"Legacy column, hardcoded to 0. Removed 2019-03-03 (Boris Slutski) — no data in PROD since 2015. Kept for schema compatibility",FAIL,HIGH,L1-structural,"Legacy column, hardcoded to 0. Removed 2019-03-03 (Boris Slutski) — no data in PROD since 2015. Kept for schema compatibility (Tier 2 — via Fact_SnapshotEquity)",,,,FALSE,"Legacy column, hardcoded to 0. Removed 2019-03-03 (Boris Slutski) — no data in PROD since 2015. Kept for schema compatibility. (Tier 2 — via Fact_SnapshotEquity)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_ForDWHRep.TotalStockPositionAmount,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,V_Fact_SnapshotEquity_ForDWHRep,TotalStockPositionAmount,"Sum of position amounts where InstrumentTypeID IN (5,6) AND instrument is NOT a future. CFD and real stock positions",knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,"Sum of position amounts where InstrumentTypeID IN (5,6) AND instrument is NOT a future. Represents CFD and real stock positions (excluding futures that also have InstrumentTypeID 5/6). Added with mutual exclusivity fix (Guy M, 2025-07-29)",FAIL,HIGH,L1-structural,"Sum of position amounts where InstrumentTypeID IN (5,6) AND instrument is NOT a future. Represents CFD and real stock positions (excluding futures that also have InstrumentTypeID 5/6). Added with mutual exclusivity fix (Guy M, 2025-07-29) (Tier 2 — via Fact_SnapshotEquity)",,,,FALSE,"Sum of position amounts where InstrumentTypeID IN (5,6) AND instrument is NOT a future. Represents CFD and real stock positions (excluding futures that also have InstrumentTypeID 5/6). Added with mutual exclusivity fix (Guy M, 2025-07-29). (Tier 2 — via Fact_SnapshotEquity)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_ForDWHRep.Total_TRSCrypto,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,V_Fact_SnapshotEquity_ForDWHRep,Total_TRSCrypto,Sum of crypto position amounts where IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2. CFD-style crypto under TRS settlement,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Sum of crypto position amounts where IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2. CFD-style crypto positions under TRS settlement (not yet settled to real ownership). Added 2022-01-27,FAIL,HIGH,L1-structural,Sum of crypto position amounts where IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2. CFD-style crypto positions under TRS settlement (not yet settled to real ownership). Added 2022-01-27 (Tier 2 — via Fact_SnapshotEquity),,,,FALSE,Sum of crypto position amounts where IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2. CFD-style crypto positions under TRS settlement (not yet settled to real ownership). Added 2022-01-27. (Tier 2 — via Fact_SnapshotEquity),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_ForDWHRep.UpdateDate,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,V_Fact_SnapshotEquity_ForDWHRep,UpdateDate,ETL load timestamp (GETDATE() at MERGE/INSERT time). Not the business event time,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,ETL load timestamp (GETDATE() at MERGE/INSERT time). Used for detecting recent updates in the year-end carryover and IsSettled change handling,FAIL,HIGH,L1-structural,ETL load timestamp (GETDATE() at MERGE/INSERT time). Used for detecting recent updates in the year-end carryover and IsSettled change handling (Tier 2 — via Fact_SnapshotEquity),,,,FALSE,ETL load timestamp (GETDATE() at MERGE/INSERT time). Used for detecting recent updates in the year-end carryover and IsSettled change handling. (Tier 2 — via Fact_SnapshotEquity),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.AUM,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,AUM,Assets Under Management. Formula: TotalMirrorPositionAmount + TotalCash - Credit,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,"Assets Under Management. Formula: TotalMirrorPositionAmount + TotalCash - Credit. For MERGE INSERT: computed as TotalMirrorPositionsAmount + TotalMirrorCash. Confluence: ""AUC (or AUM) on PI Dashboard: Total Unrealized Copy Amount of the Copiers.""",FAIL,HIGH,L1-structural,"Assets Under Management. Formula: TotalMirrorPositionAmount + TotalCash - Credit. For MERGE INSERT: computed as TotalMirrorPositionsAmount + TotalMirrorCash. Confluence: ""AUC (or AUM) on PI Dashboard: Total Unrealized Copy Amount of the Copiers."" (Tier 2 — via Fact_SnapshotEquity)",,,,FALSE,"Assets Under Management. Formula: TotalMirrorPositionAmount + TotalCash - Credit. For MERGE INSERT: computed as TotalMirrorPositionsAmount + TotalMirrorCash. Confluence: ""AUC (or AUM) on PI Dashboard: Total Unrealized Copy Amount of the Copiers."". (Tier 2 — via Fact_SnapshotEquity)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.BonusCredit,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,BonusCredit,Bonus credit balance from History.ActiveCredit.BonusCredit. ISNULL to 0 in ETL,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,"Bonus credit balance from History.ActiveCredit.BonusCredit. Confluence: ""History.Credit.CreditTypeID = 5, 7 → BackOffice.BonusType.BonusTypeID → History.Credit.BonusTypeID"". ISNULL to 0 in ETL",FAIL,HIGH,L1-structural,"Bonus credit balance from History.ActiveCredit.BonusCredit. Confluence: ""History.Credit.CreditTypeID = 5, 7 → BackOffice.BonusType.BonusTypeID → History.Credit.BonusTypeID"". ISNULL to 0 in ETL (Tier 2 — via Fact_SnapshotEquity)",,,,FALSE,"Bonus credit balance from History.ActiveCredit.BonusCredit. Confluence: ""History.Credit.CreditTypeID = 5, 7 → BackOffice.BonusType.BonusTypeID → History.Credit.BonusTypeID"". ISNULL to 0 in ETL. (Tier 2 — via Fact_SnapshotEquity)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.CID,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,CID,Customer ID. Grouping key for all equity aggregations. FK to Dim_Customer (CID = RealCID). HASH distribution key and part of PK,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Customer ID. Grouping key for all equity aggregations. FK to Dim_Customer (CID = RealCID). HASH distribution key and part of PK,FAIL,HIGH,L1-structural,Customer ID. Grouping key for all equity aggregations. FK to Dim_Customer (CID = RealCID). HASH distribution key and part of PK (Tier 2 — via Fact_SnapshotEquity),,,,FALSE,Customer ID. Grouping key for all equity aggregations. FK to Dim_Customer (CID = RealCID). HASH distribution key and part of PK. (Tier 2 — via Fact_SnapshotEquity),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.Credit,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,Credit,Outstanding credit/bonus balance from History.ActiveCredit. Last credit event per CID per day,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,"Outstanding credit/bonus balance from History.ActiveCredit. Last credit event per CID per day (selected via ROW_NUMBER partition by CID, ordered by Occurred DESC, CreditID DESC). Negative values represent outstanding obligations",FAIL,HIGH,L1-structural,"Outstanding credit/bonus balance from History.ActiveCredit. Last credit event per CID per day (selected via ROW_NUMBER partition by CID, ordered by Occurred DESC, CreditID DESC). Negative values represent outstanding obligations (Tier 2 — via Fact_SnapshotEquity)",,,,FALSE,"Outstanding credit/bonus balance from History.ActiveCredit. Last credit event per CID per day (selected via ROW_NUMBER partition by CID, ordered by Occurred DESC, CreditID DESC). Negative values represent outstanding obligations. (Tier 2 — via Fact_SnapshotEquity)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.CreditID,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,CreditID,Last CreditID for this CID on this date from History.ActiveCredit. Audit column,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,"Last CreditID for this CID on this date from History.ActiveCredit. Selected as the most recent credit event via ROW_NUMBER(PARTITION BY CID, DateID ORDER BY Occurred DESC, CreditID DESC). Used for auditing which credit record drives the snapshot",FAIL,HIGH,L1-structural,"Last CreditID for this CID on this date from History.ActiveCredit. Selected as the most recent credit event via ROW_NUMBER(PARTITION BY CID, DateID ORDER BY Occurred DESC, CreditID DESC). Used for auditing which credit record drives the snapshot (Tier 2 — via Fact_SnapshotEquity)",,,,FALSE,"Last CreditID for this CID on this date from History.ActiveCredit. Selected as the most recent credit event via ROW_NUMBER(PARTITION BY CID, DateID ORDER BY Occurred DESC, CreditID DESC). Used for auditing which credit record drives the snapshot. (Tier 2 — via Fact_SnapshotEquity)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.DateRangeID,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,DateRangeID,Encoded date range as 12-digit bigint (YYYYMMDDYYYY). Decoded via Dim_Range. Part of PK,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,"Encoded date range as 12-digit bigint (YYYYMMDDYYYY). FromDate in first 8 digits, ToDate suffix in last 4 digits. New rows get @date+1231; updated rows get end-date set to @daybefore. Decoded via Dim_Range. Part of PK",FAIL,HIGH,L1-structural,"Encoded date range as 12-digit bigint (YYYYMMDDYYYY). FromDate in first 8 digits, ToDate suffix in last 4 digits. New rows get @date+1231; updated rows get end-date set to @daybefore. Decoded via Dim_Range. Part of PK (Tier 2 — via Fact_SnapshotEquity)",,,,FALSE,"Encoded date range as 12-digit bigint (YYYYMMDDYYYY). FromDate in first 8 digits, ToDate suffix in last 4 digits. New rows get @date+1231; updated rows get end-date set to @daybefore. Decoded via Dim_Range. Part of PK. (Tier 2 — via Fact_SnapshotEquity)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.FromDateID,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,FromDateID,Start date of the equity snapshot range (YYYYMMDD integer). First 8 digits of the encoded DateRangeID,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Range.md,"Start date of the range in YYYYMMDD integer format. Derived from DateRangeID: LEFT(DateRangeID, 8). Range: 20070101 to 20260310",FAIL,HIGH,L1-structural,"Start date of the range in YYYYMMDD integer format. Derived from DateRangeID: LEFT(DateRangeID, 8). Range: 20070101 to 20260310 (Tier 2 — via Dim_Range)",,,,FALSE,"Start date of the range in YYYYMMDD integer format. Derived from DateRangeID: LEFT(DateRangeID, 8). Range: 20070101 to 20260310. (Tier 2 — via Dim_Range)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.InProcessCashouts,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,InProcessCashouts,Sum of pending withdrawal amounts not yet finalized,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,"Sum of pending withdrawal amounts for this CID that have not yet been finalized (statuses other than 3=Processed, 4=Cancelled, 5,6). Includes partially processed amounts for split-payment withdrawals plus associated fees. Computed by SP_Fact_SnapshotEquity_InProcessCashouts from Billing.Withdraw, History.WithdrawAction, and History.WithdrawToFundingAction",FAIL,HIGH,L1-structural,"Sum of pending withdrawal amounts for this CID that have not yet been finalized (statuses other than 3=Processed, 4=Cancelled, 5,6). Includes partially processed amounts for split-payment withdrawals plus associated fees. Computed by SP_Fact_SnapshotEquity_InProcessCashouts from Billing.Withdraw, History.WithdrawAction, and History.WithdrawToFundingAction (Tier 2 — via Fact_SnapshotEquity)",,,,FALSE,"Sum of pending withdrawal amounts for this CID that have not yet been finalized (statuses other than 3=Processed, 4=Cancelled, 5,6). Includes partially processed amounts for split-payment withdrawals plus associated fees. Computed by SP_Fact_SnapshotEquity_InProcessCashouts from Billing.Withdraw, History.WithdrawAction, and History.WithdrawToFundingAction. (Tier 2 — via Fact_SnapshotEquity)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.RealizedEquity,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,RealizedEquity,"Customer's settled (realized) equity — the realized portion of customer balance, excluding unrealized PnL on open positions (which lives in Fact_CustomerUnrealized_PnL.PositionPnL). From History.ActiveCredit.RealizedEquity if non-zero; otherwise TotalCash + TotalPositionsAmount + InProcessCashouts. Together with PositionPnL it sums to Balance per V_Liabilities (Balance = RealizedEquity + PositionPnL)",knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,"Customer's **settled (realized) equity** — the realized portion of customer balance. **Excludes unrealized PnL on open positions** (the unrealized component is `Fact_CustomerUnrealized_PnL.PositionPnL`). Computed as `History.ActiveCredit.RealizedEquity` if non-zero, otherwise `TotalCash + TotalPositionsAmount + InProcessCashouts` (cash + invested principal in open positions + pending cashouts). Together with PositionPnL it sums to the customer's full `Balance` per V_Liabilities: `Balance = RealizedEquity + PositionPnL`. NOTE: the Confluence definition of **Unrealized Equity** (""the total funds in the account, including profit/loss from open positions … the Portfolio value figure represented on the platform is Unrealized equity"") describes `Balance` (= RealizedEquity + PositionPnL), **not RealizedEquity itself** — do not confuse the two",FAIL,HIGH,L1-structural,"Customer's **settled (realized) equity** — the realized portion of customer balance. **Excludes unrealized PnL on open positions** (the unrealized component is `Fact_CustomerUnrealized_PnL.PositionPnL`). Computed as `History.ActiveCredit.RealizedEquity` if non-zero, otherwise `TotalCash + TotalPositionsAmount + InProcessCashouts` (cash + invested principal in open positions + pending cashouts). Together with PositionPnL it sums to the customer's full `Balance` per V_Liabilities: `Balance = Reali",,,,FALSE,"Customer's **settled (realized) equity** — the realized portion of customer balance. **Excludes unrealized PnL on open positions** (the unrealized component is `Fact_CustomerUnrealized_PnL.PositionPnL`). Computed as `History.ActiveCredit.RealizedEquity` if non-zero, otherwise `TotalCash + TotalPositionsAmount + InProcessCashouts` (cash + invested principal in open positions + pending cashouts). Together with PositionPnL it sums to the customer's full `Balance` per V_Liabilities: `Balance = RealizedEquity + PositionPnL`. NOTE: the Confluence definition of **Unrealized Equity** (""the total funds in the account, including profit/loss from open positions … the Portfolio value figure represented on the platform is Unrealized equity"") describes `Balance` (= RealizedEquity + PositionPnL), **not RealizedEquity itself** — do not confuse the two. (Tier 2 — via Fact_SnapshotEquity)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.ToDateID,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,ToDateID,End date of the equity snapshot range (YYYYMMDD integer). Active rows have ToDateID = YYYY1231,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Range.md,End date of the range in YYYYMMDD integer format. Derived from DateRangeID: YYYY(From) + MMDD(last 4 chars of DateRangeID). The year of ToDate always equals the year of FromDate. Range: 20070826 to 20261231,FAIL,HIGH,L1-structural,End date of the range in YYYYMMDD integer format. Derived from DateRangeID: YYYY(From) + MMDD(last 4 chars of DateRangeID). The year of ToDate always equals the year of FromDate. Range: 20070826 to 20261231 (Tier 2 — via Dim_Range),,,,FALSE,End date of the range in YYYYMMDD integer format. Derived from DateRangeID: YYYY(From) + MMDD(last 4 chars of DateRangeID). The year of ToDate always equals the year of FromDate. Range: 20070826 to 20261231. (Tier 2 — via Dim_Range),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.TotalCash,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,TotalCash,Customer's total cash balance for the day. Running-balance approach,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Customer's total cash balance for the day. Computed as: previous day's TotalCash (from last row in current year) + sum of TotalCashChange from History.ActiveCredit for @dt. This running-balance approach was introduced 2020-06-07 replacing the direct History.Credit.TotalCash read,FAIL,HIGH,L1-structural,Customer's total cash balance for the day. Computed as: previous day's TotalCash (from last row in current year) + sum of TotalCashChange from History.ActiveCredit for @dt. This running-balance approach was introduced 2020-06-07 replacing the direct History.Credit.TotalCash read (Tier 2 — via Fact_SnapshotEquity),,,,FALSE,Customer's total cash balance for the day. Computed as: previous day's TotalCash (from last row in current year) + sum of TotalCashChange from History.ActiveCredit for @dt. This running-balance approach was introduced 2020-06-07 replacing the direct History.Credit.TotalCash read. (Tier 2 — via Fact_SnapshotEquity),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.TotalCashCalculation,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,TotalCashCalculation,Parallel computation of TotalCash for validation/audit. Cross-check column,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Parallel computation of TotalCash (same formula: TotalCashPreviousDate + TotalCashChangeAll). Exists as a validation/audit column to cross-check TotalCash,FAIL,HIGH,L1-structural,Parallel computation of TotalCash (same formula: TotalCashPreviousDate + TotalCashChangeAll). Exists as a validation/audit column to cross-check TotalCash (Tier 2 — via Fact_SnapshotEquity),,,,FALSE,Parallel computation of TotalCash (same formula: TotalCashPreviousDate + TotalCashChangeAll). Exists as a validation/audit column to cross-check TotalCash. (Tier 2 — via Fact_SnapshotEquity),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.TotalCryptoPositionAmount,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,TotalCryptoPositionAmount,Sum of position amounts where InstrumentTypeID = 10 AND instrument is NOT a future,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,"Sum of position amounts where InstrumentTypeID = 10 AND instrument is NOT a future. Represents CFD and real crypto positions. Confluence: ""TotalCryptoPositionAmount + TotalStockPositionAmount = TotalPositionsAmount"" (approximately, excluding other types)",FAIL,HIGH,L1-structural,"Sum of position amounts where InstrumentTypeID = 10 AND instrument is NOT a future. Represents CFD and real crypto positions. Confluence: ""TotalCryptoPositionAmount + TotalStockPositionAmount = TotalPositionsAmount"" (approximately, excluding other types) (Tier 2 — via Fact_SnapshotEquity)",,,,FALSE,"Sum of position amounts where InstrumentTypeID = 10 AND instrument is NOT a future. Represents CFD and real crypto positions. Confluence: ""TotalCryptoPositionAmount + TotalStockPositionAmount = TotalPositionsAmount"" (approximately, excluding other types). (Tier 2 — via Fact_SnapshotEquity)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.TotalCryptoPositionAmount_TRS,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,TotalCryptoPositionAmount_TRS,Crypto position amounts where SettlementTypeID = 2 (TRS),knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Sum of crypto position amounts where SettlementTypeID = 2 (TRS — Total Return Swap) AND instrument is NOT a future. Added 2022-01-27 (Inbal BML). TRS positions have different regulatory treatment than settled positions,FAIL,HIGH,L1-structural,Sum of crypto position amounts where SettlementTypeID = 2 (TRS — Total Return Swap) AND instrument is NOT a future. Added 2022-01-27 (Inbal BML). TRS positions have different regulatory treatment than settled positions (Tier 2 — via Fact_SnapshotEquity),,,,FALSE,Sum of crypto position amounts where SettlementTypeID = 2 (TRS — Total Return Swap) AND instrument is NOT a future. Added 2022-01-27 (Inbal BML). TRS positions have different regulatory treatment than settled positions. (Tier 2 — via Fact_SnapshotEquity),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.TotalMirrorCash,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,TotalMirrorCash,Cash available for copy-trading. Formula: TotalCash - Credit,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Cash available for copy-trading. Formula: TotalCash - Credit,FAIL,HIGH,L1-structural,Cash available for copy-trading. Formula: TotalCash - Credit (Tier 2 — via Fact_SnapshotEquity),,,,FALSE,Cash available for copy-trading. Formula: TotalCash - Credit. (Tier 2 — via Fact_SnapshotEquity),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.TotalMirrorCryptoPositionAmount,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,TotalMirrorCryptoPositionAmount,Mirror subset of TotalCryptoPositionAmount. MirrorID > 0 AND ParentPositionID != 0,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Mirror (copy-trading) subset of TotalCryptoPositionAmount. Same conditions plus MirrorID > 0 AND ParentPositionID != 0,FAIL,HIGH,L1-structural,Mirror (copy-trading) subset of TotalCryptoPositionAmount. Same conditions plus MirrorID > 0 AND ParentPositionID != 0 (Tier 2 — via Fact_SnapshotEquity),,,,FALSE,Mirror (copy-trading) subset of TotalCryptoPositionAmount. Same conditions plus MirrorID > 0 AND ParentPositionID != 0. (Tier 2 — via Fact_SnapshotEquity),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.TotalMirrorCryptoPositionAmount_TRS,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,TotalMirrorCryptoPositionAmount_TRS,Mirror subset of TotalCryptoPositionAmount_TRS,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Mirror (copy-trading) subset of TotalCryptoPositionAmount_TRS. TRS crypto positions in copy relationships. Added 2022-01-27,FAIL,HIGH,L1-structural,Mirror (copy-trading) subset of TotalCryptoPositionAmount_TRS. TRS crypto positions in copy relationships. Added 2022-01-27 (Tier 2 — via Fact_SnapshotEquity),,,,FALSE,Mirror (copy-trading) subset of TotalCryptoPositionAmount_TRS. TRS crypto positions in copy relationships. Added 2022-01-27. (Tier 2 — via Fact_SnapshotEquity),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.TotalMirrorPositionsAmount,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,TotalMirrorPositionsAmount,Sum of copy-trading position amounts (MirrorID > 0 AND ParentPositionID != 0),knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,"Sum of position amounts where MirrorID > 0 AND ParentPositionID != 0 (copy-trading positions only, excluding the parent/guru's own positions). Represents the CID's total investment in copy relationships",FAIL,HIGH,L1-structural,"Sum of position amounts where MirrorID > 0 AND ParentPositionID != 0 (copy-trading positions only, excluding the parent/guru's own positions). Represents the CID's total investment in copy relationships (Tier 2 — via Fact_SnapshotEquity)",,,,FALSE,"Sum of position amounts where MirrorID > 0 AND ParentPositionID != 0 (copy-trading positions only, excluding the parent/guru's own positions). Represents the CID's total investment in copy relationships. (Tier 2 — via Fact_SnapshotEquity)",FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.TotalMirrorRealFuturesPositionAmount,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,TotalMirrorRealFuturesPositionAmount,Sum of futures position amounts where MirrorID > 0,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Sum of futures position amounts where MirrorID > 0. From Dim_Instrument_Snapshot.IsFuture = 1. Added 2024-10-30 (Daniel Kaplan),FAIL,HIGH,L1-structural,Sum of futures position amounts where MirrorID > 0. From Dim_Instrument_Snapshot.IsFuture = 1. Added 2024-10-30 (Daniel Kaplan) (Tier 2 — via Fact_SnapshotEquity),WRONG,"FromDateID int NOT NULL
  ToDateID int NOT NULL
  CID int NOT NULL
  DateRangeID bigint NOT NULL
  TotalPositionsAmount money NOT NULL
  TotalCash money NOT NULL
  InProcessCashouts money NOT NULL
  TotalMirrorPositionsAmount money NOT NULL
  TotalMirrorCash money NOT NULL
  TotalStockOrders money NOT NULL
  TotalMirrorStockOrders money NOT NULL
  RealizedEquity money NOT NULL
  Credit money NOT NULL
  AUM money NOT NULL
  BonusCredit money NULL
  CreditID bigint NULL
  UpdateDate datetime NULL
  TotalStockPositionAmount money NULL
  TotalMirrorStockPositionAmount money NULL
  TotalCryptoPositionAmount money NULL
  TotalMirrorCryptoPositionAmount money NULL
  TotalRealStocks decimal(16,2) NULL
  TotalRealCrypto decimal(16,2) NULL
  TotalRealCryptoLoan decimal(16,2) NULL
  TotalCashCalculation money NULL
  TotalCryptoPositionAmount_TRS decimal(16,2) NULL
  TotalMirrorCryptoPositionAmount_TRS decimal(16,2) NULL
  Total_TRSCrypto decimal(16,2) NULL",Column TotalMirrorRealFuturesPositionAmount does not exist in V_Fact_SnapshotEquity_FromDateID. This description should be removed.,FALSE,Sum of futures position amounts where MirrorID > 0. From Dim_Instrument_Snapshot.IsFuture = 1. Added 2024-10-30 (Daniel Kaplan). (Tier 2 — via Fact_SnapshotEquity),FALSE,L1-structural: source_desc + downgraded tier tag
V_Fact_SnapshotEquity_FromDateID.TotalMirrorStockOrders,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,V_Fact_SnapshotEquity_FromDateID,TotalMirrorStockOrders,"Legacy column, hardcoded to 0. Kept for schema compatibility",knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,"Legacy column, hardcoded to 0. Removed 2019-03-03 alongside TotalStockOrders. Kept for schema compatibility",FAIL,HIGH,L1-structural,"Legacy column, hardcoded to 0. Removed 2019-03-03 alongside TotalStockOrders. Kept for schema compatibility (Tier 2 — via Fact_SnapshotEquity)",,,,FALSE,"Legacy column, hardcoded to 0. Removed 2019-03-03 alongside TotalStockOrders. Kept for schema compatibility. (Tier 2 — via Fact_SnapshotEquity)",FALSE,L1-structural: source_desc + downgraded tier tag
