claim_id,wiki_md,line_no,column_name,n_enum_entries,claimed_pairs,current_desc,enum_block
knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Snapshot_Settled_Balance.md::CurrencyBalanceISOCode::L132,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Snapshot_Settled_Balance.md,132,CurrencyBalanceISOCode,4,978=EUR; 826=GBP; 36=AUD; 208=DKK,"ISO 4217 numeric currency code for this account's balance (978=EUR, 826=GBP, 36=AUD, 208=DKK). One row per account per currency. Distribution: EUR=64.7%, GBP=33.7%, AUD=1.6%, DKK<0.1%. (Tier 2 — SP_eMoney_Snapshot_Settled_Balance)","978=EUR, 826=GBP, 36=AUD, 208=DKK"
knowledge/synapse/Wiki/eMoney_dbo/Tables/ETL_SettlementsTransactions.md::ECIIndicator::L240,knowledge/synapse/Wiki/eMoney_dbo/Tables/ETL_SettlementsTransactions.md,240,ECIIndicator,3,1=secure 3DS; 5=secure non-3DS; 7=non-secure CNP,"Electronic Commerce Indicator (1=secure 3DS, 5=secure non-3DS, 7=non-secure CNP).","1=secure 3DS, 5=secure non-3DS, 7=non-secure CNP"
knowledge/synapse/Wiki/eMoney_dbo/Views/v_eMoney_Card_Instance_Summary.md::InstanceStatus::L119,knowledge/synapse/Wiki/eMoney_dbo/Views/v_eMoney_Card_Instance_Summary.md,119,InstanceStatus,3,4=Risk; 3=Suspended; 8=Fraud,"Current lifecycle status of THIS specific card instance. Resolved via JOIN on eMoney_Dictionary_CardStatus (newest FiatCardStatuses event by EventTimestamp DESC). 0=NotActivated (32.9%), 1=Activated (29.8%), 2=Blocked (11.2%), 7=Expired (21.8%), 4=Risk, 5=Stolen (3.4%), 6=Lost (0.8%), 3=Suspended, 8=Fraud, NULL=0.1%. (Tier 2 — SP_eMoney_Card_Instance_Summary)","4=Risk, 5=Stolen (3.4%), 6=Lost (0.8%), 3=Suspended, 8=Fraud"
knowledge/synapse/Wiki/eMoney_Tribe/Tables/AccountsActivities_AccountActivity-833937.md::TransactionCode::L164,knowledge/synapse/Wiki/eMoney_Tribe/Tables/AccountsActivities_AccountActivity-833937.md,164,TransactionCode,5,1=LOAD; 2=POS; 4=UNLOAD; 56=EPM_OUTBOUND; 57=EPM_INBOUND,"Numeric code identifying the transaction type. Observed values: 1=LOAD, 2=POS, 4=UNLOAD, 56=EPM_OUTBOUND, 57=EPM_INBOUND. (Tier 3 — eMoney Platform, no upstream wiki)","1=LOAD, 2=POS, 4=UNLOAD, 56=EPM_OUTBOUND, 57=EPM_INBOUND"
knowledge/synapse/Wiki/eMoney_Tribe/Tables/Authorizes_Authorize-312243.md::TransactionCode::L168,knowledge/synapse/Wiki/eMoney_Tribe/Tables/Authorizes_Authorize-312243.md,168,TransactionCode,8,2=POS; 3=ATM; 6=BALANCE_INQUIRY; 9=QUASI; 12=REFUND; 17=POS_VERIFICATION; 26=P2P_ACCOUNT_TO_ACCOUNT_DEBIT; 43=P2P_ONLINE_GAMING_GAMBLING_CREDIT,"Tribe transaction type code. Key values: 2=POS, 3=ATM, 6=BALANCE_INQUIRY, 9=QUASI, 12=REFUND, 17=POS_VERIFICATION, 26=P2P_ACCOUNT_TO_ACCOUNT_DEBIT, 43=P2P_ONLINE_GAMING_GAMBLING_CREDIT. See Section 2.2. (Tier 3 — FiatDwhDB.Tribe.Authorizes_Authorize-312243)","2=POS, 3=ATM, 6=BALANCE_INQUIRY, 9=QUASI, 12=REFUND, 17=POS_VERIFICATION, 26=P2P_ACCOUNT_TO_ACCOUNT_DEBIT, 43=P2P_ONLINE_GAMING_GAMBLING_CREDIT"
knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_Account-513255.md::AccountLimitsGroupId::L124,knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_Account-513255.md,124,AccountLimitsGroupId,3,44=Green; 45=Black; 80=Black EU EUR,"Numeric identifier of the transaction limits group. Corresponds to AccountLimitsGroupName (e.g., 44=Green, 45=Black, 80=Black EU EUR). (Tier 3 — no upstream wiki)","44=Green, 45=Black, 80=Black EU EUR"
knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_Account-513255.md::AccountFeeGroupId::L126,knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_Account-513255.md,126,AccountFeeGroupId,3,24=Green; 23=Black; 36=Consumer Black EU,"Numeric identifier of the fee group. Corresponds to AccountFeeGroupName (e.g., 24=Green, 23=Black, 36=Consumer Black EU). (Tier 3 — no upstream wiki)","24=Green, 23=Black, 36=Consumer Black EU"
knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_CardSnapshot-140457.md::CountryCode::L177,knowledge/synapse/Wiki/eMoney_Tribe/Tables/CardsSnapshots_CardSnapshot-140457.md,177,CountryCode,4,276=Germany; 380=Italy; 250=France; 724=Spain,"ISO 3166-1 numeric country code of the cardholder's registered address. Observed values: 826=United Kingdom (78%), 276=Germany, 380=Italy, 250=France, 724=Spain, among 44 countries. Stored as varchar. (Tier 3 — no upstream wiki, grounded in DDL + sample data + distribution analysis)","276=Germany, 380=Italy, 250=France, 724=Spain"
knowledge/synapse/Wiki/eMoney_Tribe/Tables/SettlementsTransactions_SettlementTransaction-637239.md::Mcc::L214,knowledge/synapse/Wiki/eMoney_Tribe/Tables/SettlementsTransactions_SettlementTransaction-637239.md,214,Mcc,4,5411=Grocery; 5812=Restaurants; 6011=ATM; 7542=Car Wash,"ISO 18245 Merchant Category Code classifying the merchant's business type. Sampled values: 5411=Grocery, 5812=Restaurants, 6011=ATM, 7542=Car Wash. Passed through to ETL_SettlementsTransactions. (Tier 3 — FiatDwhDB.Tribe, no upstream column-level wiki)","5411=Grocery, 5812=Restaurants, 6011=ATM, 7542=Car Wash"
knowledge/synapse/Wiki/EXW_dbo/External Tables/External_WalletDB_Wallet_TransactionsView.md::TransactionTypeId::L134,knowledge/synapse/Wiki/EXW_dbo/External Tables/External_WalletDB_Wallet_TransactionsView.md,134,TransactionTypeId,15,0=Redeem; 5=ConversionMoneyIn; 6=ConversionMoneyOut; 7=Payment; 8=RedeemAsic; 9=Staking; 1=CustomerMoneyOut; 2=AmlMoneyBack; 4=Funding; 10=BlockChainActivation; 11=OmnibusMoneyOut; 12=ConversionToFiat; 13=ManualUserMoneyOut; 14=StakeAndRewardsRefund; 15=CustomerMoneyBack,"Sent transaction type. Core types: 0=Redeem, 5=ConversionMoneyIn, 6=ConversionMoneyOut, 7=Payment, 8=RedeemAsic, 9=Staking. Also observed in live data: 1=CustomerMoneyOut, 2=AmlMoneyBack, 4=Funding, 10=BlockChainActivation, 11=OmnibusMoneyOut, 12=ConversionToFiat, 13=ManualUserMoneyOut, 14=StakeAndRewardsRefund, 15=CustomerMoneyBack. NULL for received transactions. FK to Dictionary.TransactionTypes in WalletDB. (Tier 1 — Wallet.TransactionsView)","0=Redeem, 5=ConversionMoneyIn, 6=ConversionMoneyOut, 7=Payment, 8=RedeemAsic, 9=Staking. Also observed in live data: 1=CustomerMoneyOut, 2=AmlMoneyBack, 4=Funding, 10=BlockChainActivation, 11=OmnibusMoneyOut, 12=ConversionToFiat, 13=ManualUserMoneyOut, 14=StakeAndRewardsRefund, 15=CustomerMoneyBack"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md::VerificationLevelID::L205,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md,205,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. Default=0. (Tier 1 — BackOffice.Customer)","0=unverified, 1=partial, 2=intermediate, 3=fully verified"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md::PlayerStatusID::L207,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md,207,PlayerStatusID,3,1=Normal; 5=Warning; 12=Copy Block,"Current player account status. FK to Dictionary.PlayerStatus. 1=Normal, 5=Warning, 12=Copy Block. Values NOT IN (5,1,12) contribute to IsAMLProblematic=1. (Tier 1 — Customer.CustomerStatic)","1=Normal, 5=Warning, 12=Copy Block"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md::CountryRankID::L234,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md,234,CountryRankID,4,0=Open; 1=No Business Allowed; 2=Open For Existing; 3=High Risk EDD,"Country risk rank ID from Dim_Country.RiskGroupID for the user's CountryID. 0=Open, 1=No Business Allowed, 2=Open For Existing, 3=High Risk EDD, NULL=not mapped. (Tier 2 — SP_EXW_UserSettingsWalletAllowance)","0=Open, 1=No Business Allowed, 2=Open For Existing, 3=High Risk EDD"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md::CountryRankDescription::L237,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_AML_Users_Report.md,237,CountryRankDescription,4,0=Open (659; 1=No Business Allowed (20; 2=Open For Existing Customers (7; 3=High Risk clients flow -EDD (10,"Human-readable country risk category. CASE on CountryRankID: 0=Open (659,246), 1=No Business Allowed (20,079), 2=Open For Existing Customers (7,641), 3=High Risk clients flow -EDD (10,930), else=NA (1,956). (Tier 2 — SP_EXW_UserSettingsWalletAllowance)","0=Open (659,246), 1=No Business Allowed (20,079), 2=Open For Existing Customers (7,641), 3=High Risk clients flow -EDD (10"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md::TargetPlatformID::L108,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md,108,TargetPlatformID,3,1=IbanAccount; 2=EtoroPlatform; 3=EtoroPosition,"Fiat destination type. FK to Dictionary.FiatConversionTargets. Values: 1=IbanAccount, 2=EtoroPlatform, 3=EtoroPosition. See [Fiat Conversion Target](../../_glossary.md#fiat-conversion-target). Determines the downstream routing of fiat proceeds. (Tier 1 — C2F.Conversions)","1=IbanAccount, 2=EtoroPlatform, 3=EtoroPosition"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md::RequestLastStatusID::L119,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md,119,RequestLastStatusID,4,1=Done; 2=Error; 7=TransactionVerified; 31=ReadByConversionWorker,"Last-known status ID of the Wallet ConversionToFiat request. Derived by ROW_NUMBER() OVER (PARTITION BY er.Id ORDER BY ers.Timestamp DESC) = 1 from Wallet.RequestStatuses. Values: 1=Done, 2=Error, 7=TransactionVerified, 31=ReadByConversionWorker. (Tier 2 — SP_EXW_C2F_E2E)","1=Done, 2=Error, 7=TransactionVerified, 31=ReadByConversionWorker"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md::ConversionStatusID::L149,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2F_E2E.md,149,ConversionStatusID,4,1=Pending; 2=Failed; 3=Completed; 4=Rejected,"FK to Dictionary.ConversionToFiatStatuses. Current status in this transition. Values: 1=Pending, 2=Failed, 3=Completed, 4=Rejected. See [Conversion To Fiat Status](../../_glossary.md#conversion-to-fiat-status). Included in NC index on ConversionId for covering queries. (Tier 1 — C2F.ConversionStatuses)","1=Pending, 2=Failed, 3=Completed, 4=Rejected"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md::TargetPlatformID::L109,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md,109,TargetPlatformID,3,1=IbanAccount; 2=EtoroPlatform; 3=EtoroPosition,"Fiat destination type. FK to Dictionary.FiatConversionTargets. Values: 1=IbanAccount, 2=EtoroPlatform, 3=EtoroPosition. See [Fiat Conversion Target](../../_glossary.md#fiat-conversion-target). Determines the downstream routing of fiat proceeds. DWH note: filtered to TargetPlatformID=3 (EtoroPosition) only; no IbanAccount or EtoroPlatform rows in this table. (Tier 1 — C2F.Conversions)","1=IbanAccount, 2=EtoroPlatform, 3=EtoroPosition"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md::RequestLastStatusID::L119,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md,119,RequestLastStatusID,3,1=Done; 2=Error; 7=TransactionVerified,"Last-known status ID of the Wallet ConversionToPosition request (RequestTypeId=9). Derived by ROW_NUMBER() OVER (PARTITION BY request Id ORDER BY Timestamp DESC) = 1 from Wallet.RequestStatuses. Values: 1=Done, 2=Error, 7=TransactionVerified. (Tier 2 — SP_EXW_C2F_E2E)","1=Done, 2=Error, 7=TransactionVerified"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md::ConversionStatusID::L151,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_C2P_E2E.md,151,ConversionStatusID,4,1=Pending; 2=Failed; 3=Completed; 4=Rejected,"FK to Dictionary.ConversionToFiatStatuses. Current status in this transition. Values: 1=Pending, 2=Failed, 3=Completed, 4=Rejected. See [Conversion To Fiat Status](../../_glossary.md#conversion-to-fiat-status). Included in NC index on ConversionId for covering queries. (Tier 1 — C2F.ConversionStatuses)","1=Pending, 2=Failed, 3=Completed, 4=Rejected"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md::PlayerLevelID::L146,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md,146,PlayerLevelID,3,1=Bronze; 4=Internal; 7=Diamond,Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Bronze; 4=Internal; 7=Diamond. Determines available features and risk limits. Default=0. (Tier 1 — Customer.CustomerStatic),1=Bronze; 4=Internal; 7=Diamond
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md::VerificationLevelID::L147,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md,147,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. Default=0. (Tier 1 — BackOffice.Customer)","0=unverified, 1=partial, 2=intermediate, 3=fully verified"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md::RegulationID::L156,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.md,156,RegulationID,14,1=CySEC; 2=FCA; 3=NFA; 4=ASIC; 5=BVI; 6=eToroUS; 7=FinCEN; 8=FinCEN+FINRA; 9=FSA Seychelles; 10=ASIC & GAML; 11=FSRA; 12=FINRAONLY; 13=MAS; 14=NYDFS+FINRA,"Regulatory entity governing this account. FK to Dictionary.Regulation. Changes trigger RegulationChangeDate update. Values in EXW: 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. (Tier 1 — BackOffice.Customer)","1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser_Enriched.md::PlayerLevelID::L150,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser_Enriched.md,150,PlayerLevelID,3,1=Bronze; 4=Internal; 7=Diamond,Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Bronze; 4=Internal; 7=Diamond. Determines available features and risk limits. Default=0. (Tier 1 — Customer.CustomerStatic),1=Bronze; 4=Internal; 7=Diamond
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser_Enriched.md::VerificationLevelID::L151,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser_Enriched.md,151,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. Default=0. (Tier 1 — BackOffice.Customer)","0=unverified, 1=partial, 2=intermediate, 3=fully verified"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser_Enriched.md::RegulationID::L161,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser_Enriched.md,161,RegulationID,10,1=CySEC (311K; 2=FCA (196K; 8=FinCEN+FINRA (61K; 5=BVI (32K; 9=FSA Seychelles (31K; 10=ASIC & GAML (27K; 6=eToroUS (17K; 7=FinCEN (12K; 11=FSRA (8K; 4=ASIC (3K,"Regulatory entity governing this account. FK to Dictionary.Regulation. Changes trigger RegulationChangeDate update. Values in EXW: 1=CySEC (311K), 2=FCA (196K), 8=FinCEN+FINRA (61K), 5=BVI (32K), 9=FSA Seychelles (31K), 10=ASIC & GAML (27K), 6=eToroUS (17K), 7=FinCEN (12K), 11=FSRA (8K), 4=ASIC (3K). (Tier 1 — BackOffice.Customer)","1=CySEC (311K), 2=FCA (196K), 8=FinCEN+FINRA (61K), 5=BVI (32K), 9=FSA Seychelles (31K), 10=ASIC & GAML (27K), 6=eToroUS (17K), 7=FinCEN (12K), 11=FSRA (8K), 4=ASIC (3K"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactPayments.md::FiatID::L119,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactPayments.md,119,FiatID,4,1=USD; 2=EUR; 3=GBP; 5=AUD,"The fiat currency used for payment: 1=USD, 2=EUR, 3=GBP, 5=AUD. FK to Wallet.FiatTypes.Id. (Tier 1 — Wallet.Payments)","1=USD, 2=EUR, 3=GBP, 5=AUD"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md::TranStatusID::L166,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,166,TranStatusID,7,0=Pending; 1=Confirmed; 2=Verified; 3=Error; 4=Timeout; 5=PermanentError; 6=WavedError,"Latest status ID. Resolved via correlated subquery: `SELECT TOP 1 StatusId FROM *Statuses ORDER BY Id DESC`. FK to Dictionary.TransactionStatus. DWH note: Renamed from TransStatusId. Live values: 0=Pending, 1=Confirmed, 2=Verified, 3=Error, 4=Timeout, 5=PermanentError, 6=WavedError. (Tier 1 — Wallet.TransactionsView)","0=Pending, 1=Confirmed, 2=Verified, 3=Error, 4=Timeout, 5=PermanentError, 6=WavedError"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md::TransactionTypeID::L189,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,189,TransactionTypeID,14,0=Redeem; 5=ConversionMoneyIn; 6=ConversionMoneyOut; 7=Payment; 8=RedeemAsic; 9=Staking; 1=CustomerMoneyOut; 2=AmlMoneyBack; 4=Funding; 10=BlockChainActivation; 11=OmnibusMoneyOut; 12=ConversionToFiat; 13=ManualUserMoneyOut; 15=CustomerMoneyBack,"Sent transaction type: 0=Redeem, 5=ConversionMoneyIn, 6=ConversionMoneyOut, 7=Payment, 8=RedeemAsic, 9=Staking. NULL for received transactions. FK to Dictionary.TransactionTypes. DWH note: Renamed from TransactionTypeId. Also observed in live data: 1=CustomerMoneyOut, 2=AmlMoneyBack, 4=Funding, 10=BlockChainActivation, 11=OmnibusMoneyOut, 12=ConversionToFiat, 13=ManualUserMoneyOut, 15=CustomerMoneyBack. (Tier 1 — Wallet.TransactionsView)","0=Redeem, 5=ConversionMoneyIn, 6=ConversionMoneyOut, 7=Payment, 8=RedeemAsic, 9=Staking. NULL for received transactions. FK to Dictionary.TransactionTypes. DWH note: Renamed from TransactionTypeId. Also observed in live data: 1=CustomerMoneyOut, 2=AmlMoneyBack, 4=Funding, 10=BlockChainActivation, 11=OmnibusMoneyOut, 12=ConversionToFiat, 13=ManualUserMoneyOut, 15=CustomerMoneyBack"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md::IsRedeem::L191,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,191,IsRedeem,3,0=Redeem; 8=RedeemAsic; 2=Redeem,"Flag: 1 if this transaction is a crypto redemption (withdrawal to blockchain). Sent: TransactionTypeID IN (0=Redeem, 8=RedeemAsic). Received: ReceivedTransactionTypeID IN (2=Redeem, 7) OR matching blockchain TX ID of a sent redemption. 0 otherwise. (Tier 2 — SP_EXW_Fact_Transactions)","0=Redeem, 8=RedeemAsic). Received: ReceivedTransactionTypeID IN (2=Redeem"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md::IsConversion::L192,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,192,IsConversion,4,5=ConversionMoneyIn; 6=ConversionMoneyOut; 4=ConversionToEtoro; 5=ConversionFromEtoro,"Flag: 1 if this transaction is a crypto conversion. Sent: TransactionTypeID IN (5=ConversionMoneyIn, 6=ConversionMoneyOut). Received: ReceivedTransactionTypeID IN (4=ConversionToEtoro, 5=ConversionFromEtoro). 0 otherwise. (Tier 2 — SP_EXW_Fact_Transactions)","5=ConversionMoneyIn, 6=ConversionMoneyOut). Received: ReceivedTransactionTypeID IN (4=ConversionToEtoro, 5=ConversionFromEtoro"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md::ReceivedTransactionTypeID::L202,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,202,ReceivedTransactionTypeID,4,1=MoneyIn; 2=Redeem; 5=ConversionFromEtoro; 6=Payment,"Type classification for received transactions. From EXW_Wallet.ReceivedTransactions.ReceivedTransactionTypeId (LEFT JOIN on TranID=Id WHERE ActionTypeID=2). NULL for all sent transactions. Values: 1=MoneyIn, 2=Redeem, 5=ConversionFromEtoro, 6=Payment. FK to WalletDB_Dictionary_ReceivedTransactionTypes. (Tier 2 — SP_EXW_Fact_Transactions via ReceivedTransactions)","1=MoneyIn, 2=Redeem, 5=ConversionFromEtoro, 6=Payment"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md::LevelId::L154,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,154,LevelId,5,1=EventualyConsolidated; 2=AllDiff; 3=EtoroDiffBoth; 11=API errors; 12=InternalError,"FK to Dictionary.FinanceReportLevel classifying the reconciliation outcome. Initially set to 100 (InitialDiscrepancy) if balance exceeds threshold, NULL otherwise. Refined by UpdateReportRecords: 1=EventualyConsolidated, 2=AllDiff, 3=EtoroDiffBoth, 5-11=API errors, 12=InternalError. Distribution: NULL=96.9%, 3=1.5%, 2=0.35%, 1=0.24%. (Tier 1 — WalletBalancesReportDB.Wallet.FinanceReportRecords)","1=EventualyConsolidated, 2=AllDiff, 3=EtoroDiffBoth, 5-11=API errors, 12=InternalError"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md::VerificationLevelID::L164,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,164,VerificationLevelID,3,1=Level 1; 2=Phone verified; 3=KYC approved,"KYC verification tier at snapshot date. Sourced from DWH_dbo.Fact_SnapshotCustomer. FK to Dim_VerificationLevel (1=Level 1, 2=Phone verified, 3=KYC approved). (Tier 2 — SP_EXW_FinanceReportsBalancesNew via Fact_SnapshotCustomer)","1=Level 1, 2=Phone verified, 3=KYC approved"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md::PlayerLevelID::L165,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,165,PlayerLevelID,5,1=Bronze; 2=Platinum; 3=Gold; 4=Internal; 5=Silver,"Club tier of the user at snapshot date. Sourced from DWH_dbo.Fact_SnapshotCustomer. FK to Dim_PlayerLevel (1=Bronze, 2=Platinum, 3=Gold, 4=Internal, 5=Silver). (Tier 2 — SP_EXW_FinanceReportsBalancesNew via Fact_SnapshotCustomer)","1=Bronze, 2=Platinum, 3=Gold, 4=Internal, 5=Silver"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_InternalWallet.md::InternalWalletTypeId::L147,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_InternalWallet.md,147,InternalWalletTypeId,7,5=Customer; 1=Redeem; 2=Conversion; 3=Funding; 4=Payment; 6=C2F; 7=StakingRefund,"Operational purpose of this internal wallet (maps to WalletDB.Wallet.Wallets.WalletTypeId). Values present in this table (Gcid ≤ 0, excluding type 5=Customer): 1=Redeem, 2=Conversion, 3=Funding, 4=Payment, 6=C2F, 7=StakingRefund. (Tier 2 — SP_EXW_InternalWallet; renamed from WalletTypeId)","5=Customer): 1=Redeem, 2=Conversion, 3=Funding, 4=Payment, 6=C2F, 7=StakingRefund"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_Inventory_Snapshot_History.md::BlockchainCryptoId::L143,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_Inventory_Snapshot_History.md,143,BlockchainCryptoId,12,1=BTC; 2=ETH; 4=XRP; 3=BCH; 6=LTC; 8=ETC; 18=ADA; 19=DOGE; 21=XLM; 23=EOS; 27=TRX; 64=SOL,"Wallet-system internal integer ID for the crypto asset. 12 distinct values: 1=BTC, 2=ETH, 4=XRP, 3=BCH, 6=LTC, 8=ETC, 18=ADA, 19=DOGE, 21=XLM, 23=EOS, 27=TRX, 64=SOL. HASH distribution key. Part of the grouping key. (Tier 2 — SP_EXW_Inventory_Snapshot_History via EXW_WalletInventory)","1=BTC, 2=ETH, 4=XRP, 3=BCH, 6=LTC, 8=ETC, 18=ADA, 19=DOGE, 21=XLM, 23=EOS, 27=TRX, 64=SOL"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_PaymentReconciliation.md::FiatID::L140,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_PaymentReconciliation.md,140,FiatID,4,1=USD; 2=EUR; 3=GBP; 5=AUD,"The fiat currency used for payment: 1=USD, 2=EUR, 3=GBP, 5=AUD. FK to Wallet.FiatTypes.Id. (Tier 1 — Wallet.Payments)","1=USD, 2=EUR, 3=GBP, 5=AUD"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_RedeemReconciliation.md::etoro - RedeemStatus::L118,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_RedeemReconciliation.md,118,etoro - RedeemStatus,12,1=PositionPending; 2=Rejected; 3=Approved; 4=ReadyToRedeem; 5=PositionClosing; 6=PositionClosed; 7=TransactionInProcess; 8=TransactionDone; 20=Terminated; 21=FailedToCancel; 25=TransferNegativeBalance; 100=New,"Current state in the redemption state machine. FK to Dictionary.RedeemStatus. Transitions validated by Dictionary.RedeemStatusStateMachine in RedeemStatusUpdate. Values: 1=PositionPending, 2=Rejected, 3=Approved, 4=ReadyToRedeem, 5=PositionClosing, 6=PositionClosed, 7=TransactionInProcess, 8=TransactionDone, 20=Terminated, 21=FailedToCancel, 25=TransferNegativeBalance, 100=New. DWH note: stores the status name from Dictionary.RedeemStatus, not the ID. (Tier 1 — Billing.Redeem)","1=PositionPending, 2=Rejected, 3=Approved, 4=ReadyToRedeem, 5=PositionClosing, 6=PositionClosed, 7=TransactionInProcess, 8=TransactionDone, 20=Terminated, 21=FailedToCancel, 25=TransferNegativeBalance, 100=New"
