left,right,edge_kind,join_keys,purpose,source_wiki,schema_dir
EXW_dbo.EXW_FactPayments,Dictionary.PaymentStatuses,lineage,PaymentStatus <- Name,Denormalized join via PaymentStatusId,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactPayments.md,EXW_dbo
EXW_dbo.EXW_FactPayments,WalletDB,lineage,"GCID, SentTransactionID, ReceivedTransactionID, BlockchainTransactionId, BlockChainFee, BlockchainCryptoID <- —",ETL-derived,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactPayments.md,EXW_dbo
EXW_dbo.EXW_FactPayments,EXW_SimplexMapping.long_id,references_to,ProviderPaymentID,Links to Simplex API payment record,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactPayments.md,EXW_dbo
EXW_dbo.EXW_FactPayments,EXW_ECPBank.uti,references_to,ProviderPaymentID,Links to ECP Bank settlement,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactPayments.md,EXW_dbo
EXW_dbo.EXW_FactPayments,EXW_DimUser_Enriched.GCID,references_to,GCID,Customer profile,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactPayments.md,EXW_dbo
EXW_dbo.EXW_PaymentReconciliation,EXW_dbo.EXW_FactPayments,referenced_by,,Full payment reconciliation joins this table,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactPayments.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,EXW_dbo.EXW_DimUser,common_join,RequestingGcid = GCID,User demographic enrichment,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,EXW_dbo.EXW_FactBalance,common_join,"RequestingGcid = GCID, CryptoId = CryptoId",Balance at redemption time,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.Redemptions,lineage,RedeemID <- Id,Renamed,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.Redemptions,lineage,PositionID <- PositionId,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.Redemptions,lineage,RequestingGcid <- RequestingGcid,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.Redemptions,lineage,CryptoId <- CryptoId,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.Redemptions,lineage,RequestedAmount <- RequestedAmount,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,SP,lineage,eToroFeeAmount <- —,Hardcoded NULL,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.RequestStatuses,lineage,FinalRedeemStatus <- RequestStatusId,"CASE: 1=Completed, 2=Error, else=Pending",knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.SentTransactions,lineage,SentTransactionID <- Id,Renamed,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.SentTransactions,lineage,BlockchainTransactionID <- BlockchainTransactionId,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.SentTransactions,lineage,SendingWalletID <- WalletId,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.SentTransactions,lineage,SentTime <- Occurred,"Renamed, CAST datetime",knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.SentTransactionOutputs,lineage,ReceiveAddress <- ToAddress,Renamed,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.SentTransactionOutputs,lineage,SentAmount <- Amount,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.SentTransactionOutputs,lineage,IsEtoroFee <- IsEtoroFee,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.ReceivedTransactions,lineage,ReceivedTransactionID <- Id,Renamed,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.ReceivedTransactions,lineage,ReceivedAmount <- Amount,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,Wallet.Redemptions,lineage,ReceivingGCID <- RequestingGcid,Passthrough (semantic alias),knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,EXW_dbo.EXW_DimUser,references_to,RequestingGcid / ReceivingGCID,User dimension for demographic enrichment,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,EXW_Wallet.CryptoTypes,references_to,CryptoId,Crypto asset name lookup,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,EXW_Wallet.SentTransactions,references_to,SentTransactionID,Source sent transaction detail,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,EXW_Wallet.ReceivedTransactions,references_to,ReceivedTransactionID,Source received transaction confirmation,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactRedeemTransactions,EXW_Wallet.Redemptions,references_to,RedeemID,Source redemption lifecycle record,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_ReimbursementFollowUp,EXW_dbo.EXW_FactRedeemTransactions,referenced_by,,Tracks reimbursement status for failed/problematic redemptions,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactRedeemTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,EXW_dbo.External_WalletDB_Wallet_TransactionsView,common_join,`TranID + ActionTypeID`,Compare enriched vs raw source,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,DWH_dbo.Dim_Customer,common_join,`RealCID = Dim_Customer.RealCID`,"Customer attributes (country, regulation)",knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,EXW_dbo.EXW_WalletInventory,common_join,`GCID`,Wallet pool state,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,Wallet.TransactionsView,lineage,"GCID, CryptoId, WalletID, TranID, TranStatusID, TranStatus, TranDate, Amount, ProviderFees, FeeExchangeRate, BlockchainFees, EstimatedBlockchainFee, ActionTypeID, ActionTypeName, SenderAddress, ReciverAddress, BlockchainTransactionId, TransactionTypeID, TransactionType, Occurred, LastStatusUpdateOccurred <- Same or renamed",Passthrough (some renamed; see lineage.md),knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,DWH_dbo.Dim_Customer,lineage,RealCID <- RealCID,LEFT JOIN on GCID,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,EXW_Wallet.CryptoTypes,lineage,"CryptoName, InstrumentID, BlockchainCryptoId, BlockchainCryptoName, IsEtoroHandlingFee <- Name, InstrumentId, BlockchainCryptoId, Name, IsEtoroHandlingFee",JOIN on CryptoId,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,External,lineage,EtoroFees <- EtoroFees × FeeExchangeRate,Computed,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,EXW_Wallet.EXW_Price,lineage,"AmountUSD, EtoroFeesUSD, BlockchainFeesUSD, EstimatedBlockchainFeesUSD <- AvgPrice",Computed: native × price,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,EXW_Wallet.AmlValidations,lineage,"AMLProviderStatus, AMLIsPositiveDecision <- ProviderStatus, IsPositiveDecision",JOIN by direction,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,EXW_Wallet.ReceivedTransactions,lineage,"ReceivedTransactionTypeID, ReceivedTransactionType <- ReceivedTransactionTypeId, Name",JOIN on TranID (received only),knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,Multiple,lineage,"IsRedeem, IsConversion, IsPayment, IsFunding <- TransactionTypeID, ReceivedTransactionTypeID",CASE logic,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,EXW_dbo.External_WalletDB_Wallet_TransactionsView,references_to,GCID,Source view Bronze projection,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,DWH_dbo.Dim_Customer,references_to,GCID,Customer attribute enrichment,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,EXW_Wallet.CryptoTypes,references_to,CryptoId,Crypto metadata,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,EXW_Wallet.EXW_Price,references_to,TranDate,USD pricing,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,EXW_Wallet.AmlValidations,references_to,AMLProviderStatus,AML decision,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FactTransactions,EXW_Wallet.ReceivedTransactions,references_to,TranID (ActionTypeID=2),Received type classification,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
SP_EXW_Transactions_Monthly,EXW_dbo.EXW_FactTransactions,referenced_by,"TranDate, GCID, CryptoId",Monthly transaction aggregations,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
SP_EXW_Hourly,EXW_dbo.EXW_FactTransactions,referenced_by,"TranDateTime, GCID",Hourly activity metrics,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
SP_EXW_UserCalculatedBalance,EXW_dbo.EXW_FactTransactions,referenced_by,"GCID, Amount, ActionTypeID",User crypto balance,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW,EXW_dbo.EXW_FactTransactions,referenced_by,Various,Standard crypto analytics,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,Customer.CustomerStatic,lineage,GCID <- GCID,Passthrough via Fact_CustomerAction,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,Customer.CustomerStatic,lineage,RealCID <- RealCID,Passthrough via Fact_CustomerAction,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,STS_Audit_UserOperationsData,lineage,Occurred <- Login timestamp,Passthrough via Fact_CustomerAction,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,STS,lineage,IPNumber <- IP,Passthrough via Fact_CustomerAction,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,Billing.Login,lineage,IPNumber <- IP,Passthrough via Fact_CustomerAction,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,Billing.Login,lineage,LoginID <- Session identifier,Passthrough via Fact_CustomerAction,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,STS,lineage,SessionID <- Session ID,Passthrough via Fact_CustomerAction,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,Dim_Product,lineage,PlatformID <- ProductID,Passthrough via Fact_CustomerAction,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,IP,lineage,CountryIDByIP <- Country from IP,Passthrough via Fact_CustomerAction,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,IP,lineage,IsAnonymousIP <- Anonymous flag,Passthrough via Fact_CustomerAction,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,STS,lineage,ProxyType <- Proxy type code,Passthrough via Fact_CustomerAction,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,EXW_dbo.EXW_DimUser,references_to,GCID,"Primary wallet user dimension — JOIN for country, regulation, club",knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,DWH_dbo.Dim_ActionType,references_to,ActionTypeID,"Action type dimension — JOIN for Name, Category",knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,DWH_dbo.Dim_Product,references_to,PlatformID,Product/platform dimension — JOIN for platform details,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,DWH_dbo.Dim_Country,references_to,CountryIDByIP,Country dimension — JOIN for login-time country name,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FCA_UserLogin,EXW_Wallet,references_to,SessionID,STS session identifier,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
FCA,EXW_dbo.EXW_FCA_UserLogin,referenced_by,,,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
Security,EXW_dbo.EXW_FCA_UserLogin,referenced_by,,,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
Geographic,EXW_dbo.EXW_FCA_UserLogin,referenced_by,,,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FCA_UserLogin.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,EXW_DimUser,common_join,GCID = GCID,User demographic enrichment,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,EXW_AML_Users_Report,common_join,GCID = GCID,AML status and compliance flags,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,EXW_UserSettingsWalletAllowance,common_join,GCID = GCID,Wallet allowance decisions,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,GCID <- Gcid,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Customer.CustomerStatic,lineage,RealCID <- CID,Relay passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,WalletID <- WalletId,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,PublicAddress <- Address,Renamed,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,CryptoID <- CryptoId,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,ReportID <- ReportId,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,TotalReceive <- TotalReceive,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,TotalSend <- TotalSend,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,WalletDBBalance <- BloxBalance,Renamed,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,ComputedAmount <- ComputedAmount,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,ProviderValue <- BitgoValue,Renamed,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,WalletTrackerValue <- BloxValue,Renamed,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,LevelId <- LevelId,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,Wallet.FinanceReportRecords,lineage,ReportOccurred <- Created,Renamed,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,SP_EXW_FinanceReportsBalancesNew,lineage,Balance <- —,ETL-computed: LevelId-based CASE expression,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,SP_EXW_FinanceReportsBalancesNew,lineage,BalanceUSD <- —,ETL-computed: Balance × EXW_PriceDaily.AvgPrice,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,EXW_dbo.EXW_DimUser,references_to,GCID,Wallet user dimension — scope and IsTestAccount,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,EXW_dbo.EXW_UserSettingsWalletAllowance,references_to,GCID,Wallet access decision source,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,EXW_dbo.EXW_WalletEntity,references_to,GCID,Legal entity per wallet user per date,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,EXW_dbo.EXW_CompensationClosingCountries,references_to,GCID,AML compensation status check,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,EXW_Wallet.CryptoTypes,references_to,CryptoID,Crypto asset name lookup,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,EXW_Wallet.EXW_PriceDaily,references_to,CryptoID + BalanceDateID,Daily crypto-to-USD rate,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,DWH_dbo.Dim_Regulation,references_to,RegulationID,Regulation name,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,DWH_dbo.Dim_Country,references_to,CountryID,Country name,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FinanceReportsBalancesNew,DWH_dbo.Dim_PlayerLevel,references_to,PlayerLevelID,Club tier name,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_DimUser_Enriched,EXW_dbo.EXW_FinanceReportsBalancesNew,referenced_by,,SUM(BalanceUSD) GROUP BY GCID → TotalBalanceUSD per user,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_30DayBalanceExtract,EXW_dbo.EXW_FinanceReportsBalancesNew,referenced_by,,Rolling 30-day balance window,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FinanceReportsBalancesNew.md,EXW_dbo
EXW_dbo.EXW_FirstTimeWalletsAndUsers,EXW_dbo.New_UsersAndWallets_Inventory,references_to,UserJoinDate / WalletJoinDate,Primary source of new user/wallet events,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FirstTimeWalletsAndUsers.md,EXW_dbo
EXW_dbo.EXW_FirstTimeWalletsAndUsers,EXW_dbo.EXW_DimUser,references_to,Country / Regulation / Region / State,User geography and regulation,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FirstTimeWalletsAndUsers.md,EXW_dbo
EXW_dbo.EXW_FirstTimeWalletsAndUsers,EXW_dbo.EXW_DimUser_Enriched,references_to,RealUser,User type classification,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FirstTimeWalletsAndUsers.md,EXW_dbo
EXW_dbo.EXW_FirstTimeWalletsAndUsers,EXW_Wallet.CryptoTypes,references_to,CryptoName,Blockchain canonical crypto name,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FirstTimeWalletsAndUsers.md,EXW_dbo
EXW_dbo.EXW_FirstTimeWalletsAndUsers,DWH_dbo.Dim_State_and_Province,references_to,StateCode,US state short code,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FirstTimeWalletsAndUsers.md,EXW_dbo
EXW_dbo.EXW_FirstTimeWalletsAndUsers,EXW_Wallet.CustomerWalletsView,references_to,(scope),Wallet scope validation,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FirstTimeWalletsAndUsers.md,EXW_dbo
Direct,EXW_dbo.EXW_FirstTimeWalletsAndUsers,referenced_by,,,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FirstTimeWalletsAndUsers.md,EXW_dbo
No,EXW_dbo.EXW_FirstTimeWalletsAndUsers,referenced_by,,,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FirstTimeWalletsAndUsers.md,EXW_dbo
EXW_dbo.EXW_InternalWallet,EXW_dbo.Staking_BI_Version_ETH_Transactions,common_join,(logical) Address matches staking pool,Cross-reference internal ETH staking wallet to transaction history,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_InternalWallet.md,EXW_dbo
EXW_dbo.EXW_InternalWallet,EXW_Wallet.CryptoTypes,common_join,CryptoId,Full crypto asset metadata (not needed for CryptoName — already in table),knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_InternalWallet.md,EXW_dbo
EXW_dbo.EXW_InternalWallet,Wallet.Wallets,lineage,Id <- WalletId,Passthrough (uniqueidentifier),knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_InternalWallet.md,EXW_dbo
EXW_dbo.EXW_InternalWallet,Wallet.Wallets,lineage,Gcid <- Gcid,Passthrough; WHERE Gcid <= 0,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_InternalWallet.md,EXW_dbo
EXW_dbo.EXW_InternalWallet,Wallet.WalletAssets,lineage,CryptoId <- CryptoId,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_InternalWallet.md,EXW_dbo
EXW_dbo.EXW_InternalWallet,WalletPool.PublicAddress,lineage,Address <- Address,CAST NVARCHAR(512) → NVARCHAR(1000),knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_InternalWallet.md,EXW_dbo
EXW_dbo.EXW_InternalWallet,WalletPool.ProviderWalletId,lineage,BlockchainProviderWalletId <- BlockchainProviderWalletId,Passthrough,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_InternalWallet.md,EXW_dbo
EXW_dbo.EXW_InternalWallet,CustomerWalletsView,lineage,Status <- Status,"Passthrough (0=Active, 5=Pending)",knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_InternalWallet.md,EXW_dbo
EXW_dbo.EXW_InternalWallet,Wallet.WalletAssets,lineage,UpdateDate <- Occurred,Rename + CAST datetime2 → datetime,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_InternalWallet.md,EXW_dbo
EXW_dbo.EXW_InternalWallet,Wallet.Wallets,lineage,InternalWalletTypeId <- WalletTypeId,Rename only,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_InternalWallet.md,EXW_dbo
