schema,object_name,object_type,priority,process_name,is_active,archetype,archetype_label,confidence,n_destinations,destination_tables,dest_customer_keys,dest_money_cols,dest_count_cols,dest_dim_cols,dest_txn_cols,dest_pop_flag_cols,has_validity_filter,validity_evidence,has_population_filter,population_evidence,has_group_by_customer_key,group_by_evidence,touches_fact_snapshot_customer,touches_dim_customer,recommended_action,key_insight,file_path
BI_DB_dbo,Function_Revenue_CashoutFee_IncRedeem,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L120: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_CashoutFee_IncRedeem.sql
BI_DB_dbo,Function_Revenue_CashoutFee_IncRedeem_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_CashoutFee_IncRedeem_Explain.sql
BI_DB_dbo,Function_Revenue_Commissions,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L195: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Commissions.sql
BI_DB_dbo,Function_Revenue_Commissions_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Commissions_Explain.sql
BI_DB_dbo,Function_Revenue_ConversionFee,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L99: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_ConversionFee.sql
BI_DB_dbo,Function_Revenue_ConversionFee_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_ConversionFee_Explain.sql
BI_DB_dbo,Function_Revenue_ConversionFee_WithPositionData,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L118: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_ConversionFee_WithPositionData.sql
BI_DB_dbo,Function_Revenue_ConversionFee_WithPositionData_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_ConversionFee_WithPositionData_Explain.sql
BI_DB_dbo,Function_Revenue_CryptoToFiat_C2F,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L96: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_CryptoToFiat_C2F.sql
BI_DB_dbo,Function_Revenue_Dividend,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L111: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Dividend.sql
BI_DB_dbo,Function_Revenue_Dividend_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Dividend_Explain.sql
BI_DB_dbo,Function_Revenue_DormantFee,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L121: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_DormantFee.sql
BI_DB_dbo,Function_Revenue_DormantFee_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_DormantFee_Explain.sql
BI_DB_dbo,Function_Revenue_FullCommissions,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L197: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_FullCommissions.sql
BI_DB_dbo,Function_Revenue_FullCommissions_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_FullCommissions_Explain.sql
BI_DB_dbo,Function_Revenue_InterestFee,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L69: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_InterestFee.sql
BI_DB_dbo,Function_Revenue_InterestFee_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_InterestFee_Explain.sql
BI_DB_dbo,Function_Revenue_OptionsPlatform,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L76: s = 0 OR (@OnlyValidCustomers = 1 AND a.IsValidCustomer = 1),0,,0,,0,1,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_OptionsPlatform.sql
BI_DB_dbo,Function_Revenue_RolloverFee,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L119: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_RolloverFee.sql
BI_DB_dbo,Function_Revenue_Rollover_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Rollover_Explain.sql
BI_DB_dbo,Function_Revenue_SDRT,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L110: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_SDRT.sql
BI_DB_dbo,Function_Revenue_SDRT_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_SDRT_Explain.sql
BI_DB_dbo,Function_Revenue_Share_Lending,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L98: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Share_Lending.sql
BI_DB_dbo,Function_Revenue_Share_Lending_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Share_Lending_Explain.sql
BI_DB_dbo,Function_Revenue_SpotAdjustFee,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L119: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_SpotAdjustFee.sql
BI_DB_dbo,Function_Revenue_SpotPriceAdjustment_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_SpotPriceAdjustment_Explain.sql
BI_DB_dbo,Function_Revenue_StakingFee,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_StakingFee.sql
BI_DB_dbo,Function_Revenue_StakingFee_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_StakingFee_Explain.sql
BI_DB_dbo,Function_Revenue_TicketFee,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L399: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_TicketFee.sql
BI_DB_dbo,Function_Revenue_TicketFeeByPercent,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L312: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_TicketFeeByPercent.sql
BI_DB_dbo,Function_Revenue_TicketFeeByPercent_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_TicketFeeByPercent_Explain.sql
BI_DB_dbo,Function_Revenue_TicketFee_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_TicketFee_Explain.sql
BI_DB_dbo,Function_Revenue_Total,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,1,"L72: GROUP BY ga.RealCID,",1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Total.sql
BI_DB_dbo,Function_Revenue_Total_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Total_Explain.sql
BI_DB_dbo,Function_Revenue_Trading_Fees_Breakdown,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L145: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Trading_Fees_Breakdown.sql
BI_DB_dbo,Function_Revenue_Trading_Fees_Breakdown_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Trading_Fees_Breakdown_Explain.sql
BI_DB_dbo,Function_Revenue_Trading_Instrument_Level,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,1,L306: GROUP BY am.RealCID,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Trading_Instrument_Level.sql
BI_DB_dbo,Function_Revenue_Trading_Instrument_Level_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_Trading_Instrument_Level_Explain.sql
BI_DB_dbo,Function_Revenue_TransferCoinFee,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L118: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_TransferCoinFee.sql
BI_DB_dbo,Function_Revenue_TransferCoinFee_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Revenue_TransferCoinFee_Explain.sql
BI_DB_dbo,Function_Search_Functions,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Search_Functions.sql
BI_DB_dbo,Function_Trading_Volume,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L239: OR (@OnlyValidCustomers = 1 AND IsValidCustomer = 1),0,,1,L241: GROUP BY f.CID,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Trading_Volume.sql
BI_DB_dbo,Function_Trading_Volume_Explain,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Trading_Volume_Explain.sql
BI_DB_dbo,Function_Trading_Volume_PositionLevel,Func,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Functions\BI_DB_dbo.Function_Trading_Volume_PositionLevel.sql
BI_DB_dbo,QST,SP,-1,,-1,X,No destination INSERT detected,low,1,BI_DB_dbo.BI_DB_EquitiesWithSustainabilityStamp_Replicated,,,,,,,0,,0,,1,"L353: GROUP BY CID, bdcbcln.DateID",1,1,manual review — no INSERT destination detected,INSERT without explicit col list — cannot determine destination grain,C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.QST.sql
BI_DB_dbo,SP_BI_DB_CID_DailyPanel_FullData_CREATE_SWITCH_SINGLE,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_BI_DB_CID_DailyPanel_FullData_CREATE_SWITCH_SINGLE.sql
BI_DB_dbo,SP_BI_DB_CID_DailyPanel_FullData_SWITCH,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_BI_DB_CID_DailyPanel_FullData_SWITCH.sql
BI_DB_dbo,SP_BI_DB_PositionPnL_SWITCH,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_BI_DB_PositionPnL_SWITCH.sql
BI_DB_dbo,SP_CIDFirstDates_HistoricalRun,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L89: WHERE dc.IsValidCustomer =1,1,L864: Customer] dc ON dc.RealCID=a.CID AND dc.IsDepositor=1,1,"L317: GROUP BY CID, DepositID,Amount) deposit ON funds.DepositID=deposit.DepositID) b ON a.CID=b.CID ",1,1,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CIDFirstDates_HistoricalRun.sql
BI_DB_dbo,SP_CID_DailyPanel_UpdateCluster,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CID_DailyPanel_UpdateCluster.sql
BI_DB_dbo,SP_CMR_Automation_624_NOP,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L36: AND fsc.IsCreditReportValidCB =1,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CMR_Automation_624_NOP.sql
BI_DB_dbo,SP_CMR_Automation_ASIC_ASICClientBalance,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CMR_Automation_ASIC_ASICClientBalance.sql
BI_DB_dbo,SP_CMR_Automation_ASIC_ASICG_ClientInterestReport,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L25: AND fsc.IsCreditReportValidCB = 1,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CMR_Automation_ASIC_ASICG_ClientInterestReport.sql
BI_DB_dbo,SP_CMR_Automation_ASIC_CIDCreditLineNWABonus,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L50: WHERE fsc.IsCreditReportValidCB = 1,0,,1,L54: GROUP BY bdcdn.CID ,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CMR_Automation_ASIC_CIDCreditLineNWABonus.sql
BI_DB_dbo,SP_CMR_Automation_ASIC_CIDReportOnlyGAML,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L72: AND bdcbaln.IsCreditReportValidCB = 1,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CMR_Automation_ASIC_CIDReportOnlyGAML.sql
BI_DB_dbo,SP_CMR_Automation_ASIC_CIDReportOnlyGAMLCrosstab,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L25: AND bdcbaln.IsCreditReportValidCB = 1,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CMR_Automation_ASIC_CIDReportOnlyGAMLCrosstab.sql
BI_DB_dbo,SP_CMR_Automation_ASIC_CheckTableUpdate,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,0,,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CMR_Automation_ASIC_CheckTableUpdate.sql
BI_DB_dbo,SP_CMR_Automation_ASIC_ClientBalanceDailyQuery,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L681: AND a.IsCreditReportValidCB = 1,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CMR_Automation_ASIC_ClientBalanceDailyQuery.sql
BI_DB_dbo,SP_CMR_Automation_ASIC_CreditLineNWABonus,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L61: WHERE fsc.IsCreditReportValidCB = 1,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CMR_Automation_ASIC_CreditLineNWABonus.sql
BI_DB_dbo,SP_CMR_Automation_ASIC_CycleGap,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L32: AND a.IsCreditReportValidCB = 1,0,,0,,0,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CMR_Automation_ASIC_CycleGap.sql
BI_DB_dbo,SP_CMR_Automation_ASIC_FSA_CIDCreditLineNWABonus,SP,-1,,-1,X,No destination INSERT detected,low,0,,,,,,,,1,L34: WHERE fsc.IsCreditReportValidCB = 1,0,,0,,1,0,manual review — no INSERT destination detected,no INSERT INTO real-table detected (view/function/lookup),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CMR_Automation_ASIC_FSA_CIDCreditLineNWABonus.sql
