uc_fqn,column,deployed_comment,signals
main.etoro_kpi_prep.v_trading_volume_positionlevel,computedvolumeclose,"AmountInUnitsDecimal * EndForexRate * ISNULL(LastOpConversionRate, 1) on closes; 0 on opens. Source: DWH_dbo.Dim_Position. (T2 — Function_Trading_Volume_Positio","SIBLING_PHRASES: ['COALESCE', 'ComputedVolumeClose', 'ComputedVolumeOpen', 'InitForexRate', 'InitialUnits', 'TotalNOP']"
main.etoro_kpi_prep.v_revenue_commission,evmatchstatus,eVerify (identity verification) match status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.EvMatchStatus (BO). FK to Dim_EvMatchStatus. (Tier 2 - SP_Fact_Snap,"SIBLING_PHRASES: ['BackOffice', 'CIDFirstDates', 'CountryID', 'DepositAttDB', 'EVMatchStatusDate', 'EvMatchStatusDate']"
main.etoro_kpi_prep.v_revenue_fullcommission,evmatchstatus,eVerify (identity verification) match status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.EvMatchStatus (BO). FK to Dim_EvMatchStatus. (Tier 2 - SP_Fact_Snap,"SIBLING_PHRASES: ['BackOffice', 'CIDFirstDates', 'CountryID', 'DepositAttDB', 'EVMatchStatusDate', 'EvMatchStatusDate']"
main.etoro_kpi_prep.v_revenue_stakingfee,evmatchstatus,eVerify (identity verification) match status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.EvMatchStatus (BO). FK to Dim_EvMatchStatus. (Tier 2 - SP_Fact_Snap,"SIBLING_PHRASES: ['BackOffice', 'CIDFirstDates', 'CountryID', 'DepositAttDB', 'EVMatchStatusDate', 'EvMatchStatusDate']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,evmatchstatus,eVerify (identity verification) match status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.EvMatchStatus (BO). FK to Dim_EvMatchStatus. (Tier 2 - SP_Fact_Snap,"SIBLING_PHRASES: ['BackOffice', 'CIDFirstDates', 'CountryID', 'DepositAttDB', 'EVMatchStatusDate', 'EvMatchStatusDate']"
main.etoro_kpi_prep.v_dim_instrument_enriched,sellcurrency,"Trading symbol / ticker for the sell-side currency. ""USD"", ""EUR"", ""GBX"". UNIQUE constraint in production. Passthrough from Dictionary.Currency.Abbreviation via ","SIBLING_PHRASES: ['AmountInUni', 'DividendCurrencyID', 'GETDATE', 'HedgeServerID', 'ISINCode', 'InstrumentDisplayName']"
main.etoro_kpi_prep.v_dim_instrument_enriched,sellcurrencyid,FK to Dictionary.Currency. Sell-side (denomination) currency. For forex: quote currency; for stocks: trading currency. Inherited from Trade.Instrument. (Tier 1 ,"SIBLING_PHRASES: ['BuyCurrenc', 'BuyCurrencyID', 'DividendCurrencyID', 'InstrumentTypeID', 'PairPrice', 'RateAsk']"
main.etoro_kpi_prep.v_options_aum,optionstotalequity,"CAST(TotalEquity AS DECIMAL(18,2)) WHERE same Apex options + buy-power snapshot filters as DateID (not unfiltered Amount-style semantics). Source: External_Sodr","SIBLING_PHRASES: ['EquityGlobal', 'IBANBalance', 'OptionsMaxDateID', 'OptionsTotalEquity', 'SELECT', 'VERBATIM']"
main.etoro_kpi_prep.v_dim_instrument_enriched,symbol,"Short ticker symbol (e.g., ""AAPL"", ""EURUSD""). Used for display and lookup. Not necessarily unique. (Tier 1 — Trade.InstrumentMetaData) (via Dim_Instrument). Sou","SIBLING_PHRASES: ['AmountInUni', 'BuyCurrency', 'COLLATE', 'HedgeServerID', 'ISINCode', 'InstrumentDisplayName']"
main.etoro_kpi_prep.v_dim_instrument_enriched,symbolfull,"Full/canonical symbol, UNIQUE in production. Used for instrument lookup. Primary identifier in Security Ops API. (Tier 1 — Trade.InstrumentMetaData) (via Dim_In","SIBLING_PHRASES: ['CopyEquity', 'InstrumentDisplayName', 'InstrumentID', 'NetMoneyIn', 'NumOfCopiers', 'SELECT']"
main.etoro_kpi_prep.v_revenue_adminfee,riskstatusid,Customer risk assessment status. DEFAULT 0. FK to Dim_RiskStatus. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.Fact_Sna,"SIBLING_PHRASES: ['BackOffice', 'CIDLowTrading', 'CustomerRisk', 'RiskStatus', 'VARCHAR', 'WithdrawWithShortT']"
main.etoro_kpi_prep.v_revenue_commission,riskstatusid,Customer risk assessment status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.RiskStatusID (BO). FK to Dim_RiskStatus. (Tier 2 - SP_Fact_SnapshotCustomer) (vi,"SIBLING_PHRASES: ['BackOffice', 'CIDLowTrading', 'CustomerRisk', 'RiskStatus', 'VARCHAR', 'WithdrawWithShortT']"
main.etoro_kpi_prep.v_revenue_fullcommission,riskstatusid,Customer risk assessment status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.RiskStatusID (BO). FK to Dim_RiskStatus. (Tier 2 - SP_Fact_SnapshotCustomer) (vi,"SIBLING_PHRASES: ['BackOffice', 'CIDLowTrading', 'CustomerRisk', 'RiskStatus', 'VARCHAR', 'WithdrawWithShortT']"
main.etoro_kpi_prep.v_revenue_rollover,riskstatusid,Customer risk assessment status. DEFAULT 0. FK to Dim_RiskStatus. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.Fact_Sna,"SIBLING_PHRASES: ['BackOffice', 'CIDLowTrading', 'CustomerRisk', 'RiskStatus', 'VARCHAR', 'WithdrawWithShortT']"
main.etoro_kpi_prep.v_revenue_dividend,riskstatusid,Customer risk assessment status. DEFAULT 0. FK to Dim_RiskStatus. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.Fact_Sna,"SIBLING_PHRASES: ['BackOffice', 'CIDLowTrading', 'CustomerRisk', 'RiskStatus', 'VARCHAR', 'WithdrawWithShortT']"
main.etoro_kpi_prep.v_revenue_stakingfee,riskstatusid,Customer risk assessment status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.RiskStatusID (BO). FK to Dim_RiskStatus. (Tier 2 - SP_Fact_SnapshotCustomer) (vi,"SIBLING_PHRASES: ['BackOffice', 'CIDLowTrading', 'CustomerRisk', 'RiskStatus', 'VARCHAR', 'WithdrawWithShortT']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,riskstatusid,Customer risk assessment status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.RiskStatusID (BO). FK to Dim_RiskStatus. (Tier 2 - SP_Fact_SnapshotCustomer) (vi,"SIBLING_PHRASES: ['BackOffice', 'CIDLowTrading', 'CustomerRisk', 'RiskStatus', 'VARCHAR', 'WithdrawWithShortT']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,inprocesscashouts,"Sum of pending withdrawal amounts for this CID that have not yet been finalized (statuses other than 3=Processed, 4=Cancelled, 5,6). Includes partially processe","SIBLING_PHRASES: ['RealizedEquityNoCFD', 'TotalCash', 'TotalRealCrypto', 'TotalRealStocks', 'TotalStockOrders']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,bonuscredit,"Bonus credit balance from History.ActiveCredit.BonusCredit. Confluence: ""History.Credit.CreditTypeID = 5, 7 → BackOffice.BonusType.BonusTypeID → History.Credit.","SIBLING_PHRASES: ['ActualNWA', 'AvgInvestment', 'CommissionOnClose', 'PositionPnL', 'RealizedEqu', 'TotalCash']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,actualnwa,"CASE WHEN NetEquity > BonusCredit THEN BonusCredit WHEN NetEquity < 0 THEN 0 ELSE NetEquity END. NetEquity = ISNULL(TotalPositionsAmount,0) + ISNULL(TotalCash,0","SIBLING_PHRASES: ['AccountManager', 'AccountTypeID', 'ActualNWA', 'AvailableCash', 'AvgInvestment', 'CIDChurn']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,totalstockmarginloanvalue,Loan value for leveraged stock margin positions: InitForexRate × AmountInUnitsDecimal × InitConversionRate - NewAmount. Only computed when SettlementTypeID = 5 ,"SIBLING_PHRASES: ['EquityRealFutures', 'EquityStocksMargin', 'FuturesLockedCash', 'RealFuturesProviderMargin']"
main.etoro_kpi_prep.v_revenue_adminfee,mifidcategorizationid,MiFID II client categorization (Retail/Professional/Eligible Counterparty). DEFAULT 0. FK to Dim_MifidCategorization. Passthrough from Fact_SnapshotCustomer at ,"SIBLING_PHRASES: ['AccountTypeID', 'ActionType', 'CountryID', 'IsValidCustomer', 'MifidCate', 'RegulationID']"
main.etoro_kpi_prep.v_revenue_commission,mifidcategorizationid,MiFID II client categorization (Retail/Professional/Eligible Counterparty). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.MifidCategorizationID (BO). FK to Dim,"SIBLING_PHRASES: ['AccountTypeID', 'ActionType', 'CountryID', 'IsValidCustomer', 'MifidCate', 'RegulationID']"
main.etoro_kpi_prep.v_revenue_fullcommission,mifidcategorizationid,MiFID II client categorization (Retail/Professional/Eligible Counterparty). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.MifidCategorizationID (BO). FK to Dim,"SIBLING_PHRASES: ['AccountTypeID', 'ActionType', 'CountryID', 'IsValidCustomer', 'MifidCate', 'RegulationID']"
main.etoro_kpi_prep.v_revenue_rollover,mifidcategorizationid,MiFID II client categorization (Retail/Professional/Eligible Counterparty). DEFAULT 0. FK to Dim_MifidCategorization. Passthrough from Fact_SnapshotCustomer at ,"SIBLING_PHRASES: ['AccountTypeID', 'ActionType', 'CountryID', 'IsValidCustomer', 'MifidCate', 'RegulationID']"
main.etoro_kpi_prep.v_revenue_dividend,mifidcategorizationid,MiFID II client categorization (Retail/Professional/Eligible Counterparty). DEFAULT 0. FK to Dim_MifidCategorization. Passthrough from Fact_SnapshotCustomer at ,"SIBLING_PHRASES: ['AccountTypeID', 'ActionType', 'CountryID', 'IsValidCustomer', 'MifidCate', 'RegulationID']"
main.etoro_kpi_prep.v_revenue_stakingfee,mifidcategorizationid,MiFID II client categorization (Retail/Professional/Eligible Counterparty). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.MifidCategorizationID (BO). FK to Dim,"SIBLING_PHRASES: ['AccountTypeID', 'ActionType', 'CountryID', 'IsValidCustomer', 'MifidCate', 'RegulationID']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,mifidcategorizationid,MiFID II client categorization (Retail/Professional/Eligible Counterparty). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.MifidCategorizationID (BO). FK to Dim,"SIBLING_PHRASES: ['AccountTypeID', 'ActionType', 'CountryID', 'IsValidCustomer', 'MifidCate', 'RegulationID']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,standarddeviation,Portfolio risk measure: standard deviation of the customer's weighted portfolio computed from instrument covariance matrix. Only calculated for dates >= 2012-12,"SIBLING_PHRASES: ['ABCModel', 'ABCModelCID', 'ISNULL', 'LastNightRiskScore', 'PositionPnL', 'RealizedEquity']"
main.etoro_kpi_prep.v_trading_volume_and_amount,ismargintrade,CASE WHEN SettlementTypeID = 5 THEN 1 ELSE 0 END; ISNULL; GROUP BY. Source: DWH_dbo.Dim_Position.SettlementTypeID. (T2 — Function_Trading_Volume),"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'FullDate', 'InstrumentID', 'InstrumentType', 'IsAirDrop']"
main.etoro_kpi_prep.v_revenue_adminfee,adminfee,-1 * Amount WHERE ActionTypeID IN (36) AND CompensationReasonID = 117. Source: BI_DB_Fact_Customer_Action_Position_Distribution.Amount. (T2 — Function_Revenue_A,"SIBLING_PHRASES: ['AdminFee', 'ConversionFees', 'FullCommissions', 'ISNULL', 'RollOverFee', 'SpotAdjustFee']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,fulldate,Native SQL date (e.g. 2026-01-01). 1:1 with DateKey. Use this when a date-typed comparison is needed; use DateKey for integer joins. (Tier 1 — DDL) (via Dim_Dat,"SIBLING_PHRASES: ['ALWAYS', 'AccountTypeID', 'ApprovedDateTime', 'AvgSTD', 'BlockedTime', 'CustomerStatic']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,totalpositionsamount,"Sum of all open position amounts (NewAmount) for this CID on this date. Includes all asset classes: CFD, stocks, crypto, futures, margin. Source: open positions","SIBLING_PHRASES: ['ActualNWA', 'AvgInvestment', 'BonusCredit', 'ClosingBalance', 'CurrenyEquity', 'DateID']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,ismargintrade,CASE WHEN SettlementTypeID = 5 THEN 1 ELSE 0 END. Source: DWH_dbo.Dim_Position.SettlementTypeID. (T2 — Function_Trading_Volume_PositionLevel),"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'FullDate', 'ISNULL', 'InstrumentID', 'InstrumentType']"
main.etoro_kpi_prep.v_revenue_adminfee,ismargintrade,CASE WHEN SettlementTypeID = 5 THEN 1 ELSE 0 END. Source: BI_DB_Fact_Customer_Action_Position_Distribution.SettlementTypeID. (T2 — Function_Revenue_AdminFee),"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'FullDate', 'ISNULL', 'InstrumentID', 'InstrumentType']"
main.etoro_kpi_prep.v_revenue_commission,ismargintrade,CASE WHEN SettlementTypeID = 5 THEN 1 ELSE 0 END. Source: Fact_CustomerAction.SettlementTypeID. (T2 — Function_Revenue_Commissions),"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'FullDate', 'ISNULL', 'InstrumentID', 'InstrumentType']"
main.etoro_kpi_prep.v_revenue_commission,documentstatusid,KYC document review status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.DocumentStatusID (BO). FK to Dim_DocumentStatus. (Tier 2 - SP_Fact_SnapshotCustomer) ,"SIBLING_PHRASES: ['BackOffice', 'DocumentStatus', 'EvMatchStatus', 'EvVerified', 'NewUploa', 'NewUpload']"
main.etoro_kpi_prep.v_revenue_fullcommission,ismargintrade,CASE WHEN SettlementTypeID = 5 THEN 1 ELSE 0 END. Source: Fact_CustomerAction.SettlementTypeID. (T2 — Function_Revenue_FullCommissions),"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'FullDate', 'ISNULL', 'InstrumentID', 'InstrumentType']"
main.etoro_kpi_prep.v_revenue_fullcommission,documentstatusid,KYC document review status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.DocumentStatusID (BO). FK to Dim_DocumentStatus. (Tier 2 - SP_Fact_SnapshotCustomer) ,"SIBLING_PHRASES: ['BackOffice', 'DocumentStatus', 'EvMatchStatus', 'EvVerified', 'NewUploa', 'NewUpload']"
main.etoro_kpi_prep.v_revenue_rollover,ismargintrade,CASE WHEN SettlementTypeID = 5 THEN 1 ELSE 0 END. Source: BI_DB_Fact_Customer_Action_Position_Distribution.SettlementTypeID. (T2 — Function_Revenue_RolloverFee),"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'FullDate', 'ISNULL', 'InstrumentID', 'InstrumentType']"
main.etoro_kpi_prep.v_revenue_dividend,ismargintrade,CASE WHEN SettlementTypeID = 5 THEN 1 ELSE 0 END. Source: BI_DB_Fact_Customer_Action_Position_Distribution.SettlementTypeID. (T2 — Function_Revenue_Dividend),"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'FullDate', 'ISNULL', 'InstrumentID', 'InstrumentType']"
main.etoro_kpi_prep.v_revenue_stakingfee,documentstatusid,KYC document review status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.DocumentStatusID (BO). FK to Dim_DocumentStatus. (Tier 2 - SP_Fact_SnapshotCustomer) ,"SIBLING_PHRASES: ['BackOffice', 'DocumentStatus', 'EvMatchStatus', 'EvVerified', 'NewUploa', 'NewUpload']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,documentstatusid,KYC document review status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.DocumentStatusID (BO). FK to Dim_DocumentStatus. (Tier 2 - SP_Fact_SnapshotCustomer) ,"SIBLING_PHRASES: ['BackOffice', 'DocumentStatus', 'EvMatchStatus', 'EvVerified', 'NewUploa', 'NewUpload']"
main.etoro_kpi_prep.tvf_pnl_single_day,ismargintrade,"COALESCE(dp.IsMarginTrade, upl.IsMarginTrade) (sql-derived [coalesce, DIVERGENT] from Function_PnL_Single_Day); branches: CASE WHEN dp.SettlementTypeID = 5 THEN","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'FullDate', 'ISNULL', 'InstrumentID', 'InstrumentType']"
main.etoro_kpi_prep.v_trading_volume_and_amount,volumeopen,"SUM(CAST(VolumeOpen AS BIGINT)) where each open row has VolumeOpen = ISNULL(CAST(Volume AS BIGINT),0) and OpenDateID BETWEEN @sdateInt AND @edateInt. Source: DW","SIBLING_PHRASES: ['DateID', 'InitialAmountCe', 'RealCID', 'TotalVolume', 'VolumeClose', 'VolumeOnClose']"
main.etoro_kpi_prep.v_revenue_commission,daterangeid,"SCD2 range key: 12-digit bigint = YYYYMMDD (row open date) + MMDDD (year-end MMDD, typically 1231). E.g., 202603101231 = open 2026-03-10, closes 2026-12-31. Joi","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'AccountTypeID', 'BETWEEN', 'ClubTier', 'CopyType']"
main.etoro_kpi_prep.v_revenue_fullcommission,daterangeid,"SCD2 range key: 12-digit bigint = YYYYMMDD (row open date) + MMDDD (year-end MMDD, typically 1231). E.g., 202603101231 = open 2026-03-10, closes 2026-12-31. Joi","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'AccountTypeID', 'BETWEEN', 'ClubTier', 'CopyType']"
main.etoro_kpi_prep.v_revenue_stakingfee,daterangeid,"SCD2 range key: 12-digit bigint = YYYYMMDD (row open date) + MMDDD (year-end MMDD, typically 1231). E.g., 202603101231 = open 2026-03-10, closes 2026-12-31. Joi","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'AccountTypeID', 'BETWEEN', 'ClubTier', 'CopyType']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,daterangeid,"SCD2 range key: 12-digit bigint = YYYYMMDD (row open date) + MMDDD (year-end MMDD, typically 1231). E.g., 202603101231 = open 2026-03-10, closes 2026-12-31. Joi","SIBLING_PHRASES: ['AccountManagerID', 'AccountType', 'AccountTypeID', 'BETWEEN', 'ClubTier', 'CopyType']"
main.etoro_kpi_prep.v_revenue_commission,languageid,Customer's preferred interface language. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.LanguageID (CC). FK to Dim_Language. (Tier 2 - SP_Fact_SnapshotCustom,"SIBLING_PHRASES: ['GETDATE', 'LanguageCountryMismatchFlag', 'LanguageName', 'QuestionId', 'UpdateDate']"
main.etoro_kpi_prep.v_revenue_commission,city,"Customer city (nvarchar(50), nullable). No DDL-level dynamic data masking is defined on this column. GDPR erasure handled in ETL. Source: Ext_FSC_Real_Customer_","SIBLING_PHRASES: ['AffiliateID', 'BirthDate', 'BuildingNumber', 'CityAsString', 'DISTINCT', 'FUNCTION']"
main.etoro_kpi_prep.v_revenue_fullcommission,languageid,Customer's preferred interface language. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.LanguageID (CC). FK to Dim_Language. (Tier 2 - SP_Fact_SnapshotCustom,"SIBLING_PHRASES: ['GETDATE', 'LanguageCountryMismatchFlag', 'LanguageName', 'QuestionId', 'UpdateDate']"
main.etoro_kpi_prep.v_revenue_fullcommission,city,"Customer city (nvarchar(50), nullable). No DDL-level dynamic data masking is defined on this column. GDPR erasure handled in ETL. Source: Ext_FSC_Real_Customer_","SIBLING_PHRASES: ['AffiliateID', 'BirthDate', 'BuildingNumber', 'CityAsString', 'DISTINCT', 'FUNCTION']"
main.etoro_kpi_prep.v_revenue_fullcommission,fullcommissiononclose,"CASE WHEN ActionTypeID IN (4,5,6,28,40) THEN FullCommissionOnClose ELSE 0 END. Source: Fact_CustomerAction. (T2 — Function_Revenue_FullCommissions)","SIBLING_PHRASES: ['ByUnits', 'CalculatedZero', 'FullComm', 'FullCommis', 'FullCommiss', 'FullCommissi']"
main.etoro_kpi_prep.v_revenue_stakingfee,languageid,Customer's preferred interface language. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.LanguageID (CC). FK to Dim_Language. (Tier 2 - SP_Fact_SnapshotCustom,"SIBLING_PHRASES: ['GETDATE', 'LanguageCountryMismatchFlag', 'LanguageName', 'QuestionId', 'UpdateDate']"
main.etoro_kpi_prep.v_revenue_stakingfee,city,"Customer city (nvarchar(50), nullable). No DDL-level dynamic data masking is defined on this column. GDPR erasure handled in ETL. Source: Ext_FSC_Real_Customer_","SIBLING_PHRASES: ['AffiliateID', 'BirthDate', 'BuildingNumber', 'CityAsString', 'DISTINCT', 'FUNCTION']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,languageid,Customer's preferred interface language. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.LanguageID (CC). FK to Dim_Language. (Tier 2 - SP_Fact_SnapshotCustom,"SIBLING_PHRASES: ['GETDATE', 'LanguageCountryMismatchFlag', 'LanguageName', 'QuestionId', 'UpdateDate']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,city,"Customer city (nvarchar(50), nullable). No DDL-level dynamic data masking is defined on this column. GDPR erasure handled in ETL. Source: Ext_FSC_Real_Customer_","SIBLING_PHRASES: ['AffiliateID', 'BirthDate', 'BuildingNumber', 'CityAsString', 'DISTINCT', 'FUNCTION']"
main.etoro_kpi_prep.v_dim_instrument_enriched,cusip,CUSIP code sourced from Trade.InstrumentCusip (not InstrumentMetaData). Committee on Uniform Securities Identification Procedures identifier for US/Canada secur,"SIBLING_PHRASES: ['AllowSell', 'DateID', 'ISINCode', 'ISNULL', 'InstrumentDisplayName', 'InstrumentID']"
main.etoro_kpi_prep.v_revenue_adminfee,mirrorid,FK to Trade.Mirror. 0/NULL = manual trade. Positive = copy-trade position. DWH note: set to 0 if action Occurred after a detach-from-mirror event (ActionTypeID=,"SIBLING_PHRASES: ['AccountTypeID', 'AssetType', 'CloseDateID', 'CopyAUM', 'CopyFund', 'CopyPortfolio']"
main.etoro_kpi_prep.v_revenue_rollover,mirrorid,FK to Trade.Mirror. 0/NULL = manual trade. Positive = copy-trade position. DWH note: set to 0 if action Occurred after a detach-from-mirror event (ActionTypeID=,"SIBLING_PHRASES: ['AccountTypeID', 'AssetType', 'CloseDateID', 'CopyAUM', 'CopyFund', 'CopyPortfolio']"
main.etoro_kpi_prep.v_revenue_dividend,mirrorid,FK to Trade.Mirror. 0/NULL = manual trade. Positive = copy-trade position. DWH note: set to 0 if action Occurred after a detach-from-mirror event (ActionTypeID=,"SIBLING_PHRASES: ['AccountTypeID', 'AssetType', 'CloseDateID', 'CopyAUM', 'CopyFund', 'CopyPortfolio']"
main.etoro_kpi_prep.v_dim_instrument_enriched,issqf,"CASE WHEN adj.InstrumentID IS NOT NULL THEN 1 ELSE 0 END WHERE GroupID = 59, joined on dis.DateID >= adj.DateID (adj carries @dateInt as DateID). Source: DWH_st","SIBLING_PHRASES: ['IsEndOfDay', 'IsFuture', 'IsFutures', 'IsStartOfDay', 'OpenDateID', 'ReportDateID']"
main.etoro_kpi_prep.v_trading_volume_and_amount,isairdrop,"ISNULL(IsAirDrop,0); GROUP BY. Source: DWH_dbo.Dim_Position.IsAirDrop. (T2 — Function_Trading_Volume)","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'AirDrop', 'CategoryID', 'DATEADD']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,isairdrop,1=position was created via an airdrop event (crypto). ETL-computed: JOIN to etoro_Trade_PositionAirdropLog. NULL=not an airdrop. (Tier 2 - SP_Dim_Position_DL_To,"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'AirDrop', 'CategoryID', 'DATEADD']"
main.etoro_kpi_prep.v_revenue_optionsplatform,isairdrop,0. Source: —. (T2 — Function_Revenue_OptionsPlatform),"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'AirDrop', 'CategoryID', 'DATEADD']"
main.etoro_kpi_prep.v_revenue_adminfee,isairdrop,"1 = position was created via an airdrop event (crypto). ISNULL(COALESCE(dp, fca), 0) — defaults to 0. (Tier 2 — SP_Dim_Position_DL_To_Synapse) (via BI_DB_Fact_C","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'AirDrop', 'CategoryID', 'DATEADD']"
main.etoro_kpi_prep.v_revenue_adminfee,isdepositor,1 if the customer has made at least one real-money deposit (FTD detected). Never reverted to 0 once set. DEFAULT 0. Passthrough from Fact_SnapshotCustomer at ac,"SIBLING_PHRASES: ['ActionTypeID', 'AvgHoldingTime', 'BETWEEN', 'BackOffice', 'CLUSTERED', 'COMPUTED']"
main.etoro_kpi_prep.v_revenue_commission,mirrorid,FK to Trade.Mirror (0/NULL ⇒ manual trading; >0 ⇒ copy-trade child). (Tier 1 — Trade.PositionTbl) (via Fact_CustomerAction). Source: Fact_CustomerAction.MirrorI,"SIBLING_PHRASES: ['AccountTypeID', 'ActionTypeID', 'AssetType', 'COALESCE', 'CloseDateID', 'CopyAUM']"
main.etoro_kpi_prep.v_revenue_commission,isairdrop,"ISNULL(IsAirDrop, 0). Source: Fact_CustomerAction.IsAirDrop. (T2 — Function_Revenue_Commissions)","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'AirDrop', 'CategoryID', 'DATEADD']"
main.etoro_kpi_prep.v_revenue_commission,isdepositor,1 if the customer has made at least one real-money deposit (FTD detected). Set when CID appears in Ext_FSC_Customer_FirstTimeDeposits. Never reverted to 0 once ,"SIBLING_PHRASES: ['ActionTypeID', 'AvgHoldingTime', 'BETWEEN', 'BackOffice', 'CLUSTERED', 'COMPUTED']"
main.etoro_kpi_prep.v_revenue_commission,zip,Customer postal code. PII: dynamically masked. GDPR erasure supported. Source: Ext_FSC_Real_Customer_Customer.Zip (CC). (Tier 2 - SP_Fact_SnapshotCustomer) (via,"SIBLING_PHRASES: ['BirthDate', 'BuildingNumber', 'CONCAT', 'CountryID', 'CustomerStatic', 'DISTINCT']"
main.etoro_kpi_prep.v_revenue_fullcommission,mirrorid,FK to Trade.Mirror (0/NULL ⇒ manual trading; >0 ⇒ copy-trade child). (Tier 1 — Trade.PositionTbl) (via Fact_CustomerAction). Source: Fact_CustomerAction.MirrorI,"SIBLING_PHRASES: ['AccountTypeID', 'ActionTypeID', 'AssetType', 'COALESCE', 'CloseDateID', 'CopyAUM']"
main.etoro_kpi_prep.v_revenue_fullcommission,isairdrop,"ISNULL(IsAirDrop,0). Source: Fact_CustomerAction. (T2 — Function_Revenue_FullCommissions)","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'AirDrop', 'CategoryID', 'DATEADD']"
main.etoro_kpi_prep.v_revenue_fullcommission,isdepositor,1 if the customer has made at least one real-money deposit (FTD detected). Set when CID appears in Ext_FSC_Customer_FirstTimeDeposits. Never reverted to 0 once ,"SIBLING_PHRASES: ['ActionTypeID', 'AvgHoldingTime', 'BETWEEN', 'BackOffice', 'CLUSTERED', 'COMPUTED']"
main.etoro_kpi_prep.v_revenue_fullcommission,zip,Customer postal code. PII: dynamically masked. GDPR erasure supported. Source: Ext_FSC_Real_Customer_Customer.Zip (CC). (Tier 2 - SP_Fact_SnapshotCustomer) (via,"SIBLING_PHRASES: ['BirthDate', 'BuildingNumber', 'CONCAT', 'CountryID', 'CustomerStatic', 'DISTINCT']"
main.etoro_kpi_prep.v_revenue_rollover,isairdrop,"1 = position was created via an airdrop event (crypto). ISNULL(COALESCE(dp, fca), 0) — defaults to 0. (Tier 2 — SP_Dim_Position_DL_To_Synapse) (via BI_DB_Fact_C","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'AirDrop', 'CategoryID', 'DATEADD']"
